"","Entry","Group","Length","topMotifSum","canoSum","phosSum","KSum"
"674","Q16690","canon",384,1,1,0,0
"675","Q16719","canon",465,2,2,0,0
"676","Q16769","canon",361,1,1,0,0
"677","Q16798","canon",604,1,1,0,0
"678","Q16829","canon",419,1,1,0,0
"679","Q16890","canon",204,1,1,0,0
"680","Q17R55","canon",369,1,1,0,0
"681","Q17R60","canon",797,1,1,0,0
"682","Q18PE1","canon",504,1,1,0,0
"683","Q1A5X6","canon",159,1,1,0,0
"684","Q1MX18","canon",579,1,1,0,0
"685","Q1RMZ1","canon",405,2,2,0,0
"686","Q1ZYL8","canon",232,1,1,0,0
"687","Q29974","canon",266,1,1,0,0
"688","Q29983","canon",383,2,2,0,0
"689","Q2I0M4","canon",334,1,1,0,0
"690","Q2M3D2","canon",409,1,1,0,0
"691","Q2NL98","canon",169,1,1,0,0
"692","Q2TB18","canon",679,2,2,0,0
"693","Q2WGJ8","canon",235,1,1,0,0
"694","Q2WGN9","canon",574,1,1,0,0
"695","Q30134","canon",266,1,1,0,0
"696","Q30154","canon",266,2,2,0,0
"697","Q30167","canon",266,1,1,0,0
"698","Q30201","canon",348,1,1,0,0
"699","Q31610","canon",362,1,1,0,0
"700","Q3B7I2","canon",92,1,1,0,0
"701","Q3C1V9","canon",767,2,2,0,0
"702","Q3KRB8","canon",267,1,1,0,0
"703","Q496A3","canon",300,1,1,0,0
"704","Q496Y0","canon",759,1,1,0,0
"705","Q499Y3","canon",187,1,1,0,0
"706","Q49AM3","canon",519,1,1,0,0
"707","Q4G0G5","canon",96,1,1,0,0
"708","Q4G0M1","canon",354,1,1,0,0
"709","Q4G0T1","canon",1027,1,1,0,0
"710","Q4VC12","canon",460,1,1,0,0
"711","Q53ET0","canon",693,1,1,0,0
"712","Q53FE4","canon",359,1,1,0,0
"713","Q53GG5","canon",364,1,1,0,0
"714","Q53H54","canon",448,1,1,0,0
"715","Q56P42","canon",97,1,1,0,0
"716","Q587J8","canon",217,1,1,0,0
"717","Q58FG1","canon",418,2,2,0,0
"718","Q58HT5","canon",328,1,1,0,0
"719","Q58WW2","canon",860,2,2,0,0
"720","Q5BKU9","canon",147,1,1,0,0
"721","Q5BLP8","canon",95,1,1,0,0
"722","Q5BVD1","canon",217,1,1,0,0
"723","Q5FWE3","canon",981,1,1,0,0
"724","Q5GAN6","canon",216,2,2,0,0
"725","Q5HYK7","canon",790,1,1,0,0
"726","Q5HYR2","canon",192,1,1,0,0
"727","Q5IJ48","canon",1285,2,2,0,0
"728","Q5JQS6","canon",135,2,2,0,0
"729","Q5JTB6","canon",97,1,1,0,0
"730","Q5JTC6","canon",1135,1,1,0,0
"731","Q5JTZ9","canon",985,2,2,0,0
"732","Q5JVG8","canon",444,1,1,0,0
"733","Q5MNZ9","canon",446,1,1,0,0
"734","Q5PT55","canon",438,2,2,0,0
"735","Q5R372","canon",815,2,2,0,0
"736","Q5SQ13","canon",230,2,2,0,0
"737","Q5SQH8","canon",315,1,1,0,0
"738","Q5SY13","canon",56,1,1,0,0
"739","Q5T0J7","canon",233,2,2,0,0
"740","Q5T215","canon",181,1,1,0,0
"741","Q5T4H9","canon",136,1,1,0,0
"742","Q5T5D7","canon",378,1,1,0,0
"743","Q5T653","canon",305,1,1,0,0
"744","Q5T6C5","canon",722,3,3,0,0
"745","Q5T6X4","canon",162,1,1,0,0
"746","Q5T749","canon",579,1,1,0,0
"747","Q5TBC7","canon",163,1,1,0,0
"748","Q5TC12","canon",328,2,2,0,0
"749","Q5TEZ5","canon",329,2,2,0,0
"750","Q5TZ20","canon",316,1,1,0,0
"751","Q5U3C3","canon",297,1,1,0,0
"752","Q5VSP4","canon",162,1,1,0,0
"753","Q5VT03","canon",806,4,4,0,0
"754","Q5VU13","canon",414,1,1,0,0
"755","Q5VU57","canon",503,2,2,0,0
"756","Q5VU69","canon",101,1,1,0,0
"757","Q5VV63","canon",1379,2,2,0,0
"758","Q5VVW2","canon",1013,2,2,0,0
"759","Q5VW00","canon",463,1,1,0,0
"760","Q5VWM4","canon",474,3,3,0,0
"761","Q5VWP3","canon",458,2,2,0,0
"762","Q5VWX1","canon",349,2,2,0,0
"763","Q5VXH5","canon",474,3,3,0,0
"764","Q5VXT5","canon",272,1,1,0,0
"765","Q5VXU1","canon",208,1,1,0,0
"766","Q5VZ03","canon",156,1,1,0,0
"767","Q5VZ46","canon",1190,1,1,0,0
"768","Q5W0V3","canon",765,2,2,0,0
"769","Q5W0Z9","canon",365,1,1,0,0
"770","Q5W111","canon",196,1,1,0,0
"771","Q5W5X9","canon",447,2,2,0,0
"772","Q5XUX0","canon",539,1,1,0,0
"773","Q5Y7A7","canon",266,1,1,0,0
"774","Q63HM9","canon",321,2,2,0,0
"775","Q658L1","canon",398,2,2,0,0
"776","Q658P3","canon",488,1,1,0,0
"777","Q68DY1","canon",528,1,1,0,0
"778","Q68G75","canon",181,1,1,0,0
"779","Q695T7","canon",634,1,1,0,0
"780","Q69YL0","canon",99,2,2,0,0
"781","Q6B0I6","canon",523,1,1,0,0
"782","Q6BAA4","canon",426,1,1,0,0
"783","Q6IA17","canon",410,1,1,0,0
"784","Q6ICB4","canon",259,1,1,0,0
"785","Q6ICG6","canon",404,1,1,0,0
"786","Q6IF63","canon",320,1,1,0,0
"787","Q6IMI4","canon",303,1,1,0,0
"788","Q6J9G0","canon",422,1,1,0,0
"789","Q6L8Q7","canon",609,2,2,0,0
"790","Q6N063","canon",350,3,3,0,0
"791","Q6NT32","canon",575,1,1,0,0
"792","Q6NUI6","canon",762,3,3,0,0
"793","Q6NUM9","canon",610,1,1,0,0
"794","Q6NUN9","canon",644,1,1,0,0
"795","Q6NXE6","canon",501,3,3,0,0
"796","Q6NY19","canon",840,2,2,0,0
"797","Q6P0A1","canon",224,1,1,0,0
"798","Q6P1L5","canon",589,1,1,0,0
"799","Q6P1Q9","canon",378,3,3,0,0
"800","Q6P1R4","canon",473,1,1,0,0
"801","Q6P3W2","canon",148,1,1,0,0
"802","Q6P6B1","canon",374,2,2,0,0
"803","Q6P9H5","canon",292,2,2,0,0
"804","Q6PCB0","canon",445,1,1,0,0
"805","Q6PCD5","canon",774,1,1,0,0
"806","Q6PEV8","canon",388,1,1,0,0
"807","Q6PF04","canon",617,3,3,0,0
"808","Q6PK18","canon",319,1,1,0,0
"809","Q6PKC3","canon",985,3,3,0,0
"810","Q6PRD7","canon",247,1,1,0,0
"811","Q6PUV4","canon",134,2,2,0,0
"812","Q6S545","canon",545,1,1,0,0
"813","Q6S5H5","canon",508,1,1,0,0
"814","Q6UWP8","canon",590,1,1,0,0
"815","Q6UWR7","canon",440,1,1,0,0
"816","Q6UWS5","canon",81,1,1,0,0
"817","Q6UWV7","canon",190,1,1,0,0
"818","Q6UX72","canon",402,1,1,0,0
"819","Q6UXB0","canon",335,1,1,0,0
"820","Q6UXH8","canon",406,1,1,0,0
"821","Q6UXN8","canon",241,2,2,0,0
"822","Q6UXT9","canon",468,1,1,0,0
"823","Q6UXU4","canon",331,1,1,0,0
"824","Q6UXY1","canon",529,1,1,0,0
"825","Q6UXZ3","canon",194,1,1,0,0
"826","Q6X4T0","canon",127,1,1,0,0
"827","Q6XD76","canon",172,1,1,0,0
"828","Q6XE24","canon",437,2,2,0,0
"829","Q6XPR3","canon",784,1,1,0,0
"830","Q6Y1H2","canon",254,1,1,0,0
"831","Q6YP21","canon",454,1,1,0,0
"832","Q6ZMB0","canon",384,1,1,0,0
"833","Q6ZMS7","canon",281,1,1,0,0
"834","Q6ZN06","canon",617,1,1,0,0
"835","Q6ZN08","canon",573,1,1,0,0
"836","Q6ZN11","canon",406,1,1,0,0
"837","Q6ZN66","canon",633,8,8,0,0
"838","Q6ZNB5","canon",142,2,2,0,0
"839","Q6ZNC4","canon",412,1,1,0,0
"840","Q6ZNG2","canon",339,1,1,0,0
"841","Q6ZNR0","canon",172,1,1,0,0
"842","Q6ZPD8","canon",337,1,1,0,0
"843","Q6ZQN5","canon",318,1,1,0,0
"844","Q6ZS52","canon",159,1,1,0,0
"845","Q6ZS82","canon",235,1,1,0,0
"846","Q6ZSJ9","canon",500,2,2,0,0
"847","Q6ZSU1","canon",146,1,1,0,0
"848","Q6ZT52","canon",329,1,1,0,0
"849","Q6ZTA4","canon",783,1,1,0,0
"850","Q6ZTI6","canon",216,1,1,0,0
"851","Q6ZTW0","canon",290,1,1,0,0
"852","Q6ZUA9","canon",1318,2,2,0,0
"853","Q6ZUJ4","canon",267,1,1,0,0
"854","Q6ZUT3","canon",714,1,1,0,0
"855","Q6ZVK8","canon",323,1,1,0,0
"856","Q6ZW35","canon",169,1,1,0,0
"857","Q70IA8","canon",216,1,1,0,0
"858","Q719H9","canon",257,2,2,0,0
"859","Q719I0","canon",299,1,1,0,0
"860","Q75MW2","canon",155,1,1,0,0
"861","Q76KD6","canon",591,3,3,0,0
"862","Q76MJ5","canon",926,4,4,0,0
"863","Q7L3V2","canon",364,1,1,0,0
"864","Q7L513","canon",359,3,3,0,0
"865","Q7L5N1","canon",327,1,1,0,0
"866","Q7L5Y6","canon",550,1,1,0,0
"867","Q7LBR1","canon",199,1,1,0,0
"868","Q7RTS1","canon",189,1,1,0,0
"869","Q7RTV3","canon",350,1,1,0,0
"870","Q7RTX9","canon",510,1,1,0,0
"871","Q7RTY5","canon",328,1,1,0,0
"872","Q7Z3C6","canon",839,2,2,0,0
"873","Q7Z3H0","canon",272,1,1,0,0
"874","Q7Z3H4","canon",446,1,1,0,0
"875","Q7Z418","canon",384,1,1,0,0
"876","Q7Z434","canon",540,2,2,0,0
"877","Q7Z553","canon",956,2,2,0,0
"878","Q7Z591","canon",1439,1,1,0,0
"879","Q7Z5P4","canon",300,1,1,0,0
"880","Q7Z5U6","canon",358,1,1,0,0
"881","Q7Z692","canon",300,1,1,0,0
"882","Q7Z6M3","canon",343,1,1,0,0
"883","Q7Z6Z6","canon",429,2,2,0,0
"884","Q7Z736","canon",793,1,1,0,0
"885","Q7Z769","canon",313,1,1,0,0
"886","Q7Z7F0","canon",614,1,1,0,0
"887","Q7Z7N9","canon",219,1,1,0,0
"888","Q86SI9","canon",138,1,1,0,0
"889","Q86SX3","canon",495,1,1,0,0
"890","Q86TG7","canon",708,1,1,0,0
"891","Q86TN4","canon",253,1,1,0,0
"892","Q86UA6","canon",219,2,2,0,0
"893","Q86UC2","canon",560,1,1,0,0
"894","Q86UF4","canon",302,1,1,0,0
"895","Q86UK7","canon",904,1,1,0,0
"896","Q86UN3","canon",420,1,1,0,0
"897","Q86UQ5","canon",136,1,1,0,0
"898","Q86UV6","canon",250,2,2,0,0
"899","Q86UV7","canon",250,2,2,0,0
"900","Q86UW8","canon",402,1,1,0,0
"901","Q86UY6","canon",237,2,2,0,0
"902","Q86V24","canon",386,2,2,0,0
"903","Q86V85","canon",440,1,1,0,0
"904","Q86V88","canon",176,2,2,0,0
"905","Q86VD9","canon",579,1,1,0,0
"906","Q86VG3","canon",221,1,1,0,0
"907","Q86VR8","canon",437,1,1,0,0
"908","Q86VZ2","canon",330,1,1,0,0
"909","Q86VZ4","canon",500,1,1,0,0
"910","Q86VZ5","canon",419,2,2,0,0
"911","Q86W11","canon",494,2,2,0,0
"912","Q86WB0","canon",502,1,1,0,0
"913","Q86WB7","canon",457,1,1,0,0
"914","Q86WD7","canon",417,1,1,0,0
"915","Q86WK7","canon",504,1,1,0,0
"916","Q86WS5","canon",348,1,1,0,0
"917","Q86X53","canon",443,1,1,0,0
"918","Q86XJ0","canon",350,2,2,0,0
"919","Q86XK7","canon",387,1,1,0,0
"920","Q86XR7","canon",235,2,2,0,0
"921","Q86XT4","canon",487,2,2,0,0
"922","Q86YJ5","canon",346,1,1,0,0
"923","Q86YR6","canon",584,1,1,0,0
"924","Q8IU54","canon",200,1,1,0,0
"925","Q8IUL8","canon",1156,1,1,0,0
"926","Q8IUN9","canon",316,2,2,0,0
"927","Q8IUQ4","canon",282,1,1,0,0
"928","Q8IV04","canon",446,2,2,0,0
"929","Q8IV08","canon",490,3,3,0,0
"930","Q8IVF1","canon",878,4,4,0,0
"931","Q8IVI9","canon",506,1,1,0,0
"932","Q8IVL5","canon",708,2,2,0,0
"933","Q8IW40","canon",242,1,1,0,0
"934","Q8IWN7","canon",2480,2,2,0,0
"935","Q8IWT1","canon",228,1,1,0,0
"936","Q8IWU5","canon",870,2,2,0,0
"937","Q8IWU9","canon",490,1,1,0,0
"938","Q8IWV1","canon",398,1,1,0,0
"939","Q8IX15","canon",550,1,1,0,0
"940","Q8IXK2","canon",581,4,4,0,0
"941","Q8IXL7","canon",192,1,1,0,0
"942","Q8IXW0","canon",634,3,3,0,0
"943","Q8IY26","canon",295,1,1,0,0
"944","Q8IY47","canon",623,1,1,0,0
"945","Q8IY95","canon",271,1,1,0,0
"946","Q8IYA7","canon",352,1,1,0,0
"947","Q8IYR6","canon",380,1,1,0,0
"948","Q8IYS0","canon",662,1,1,0,0
"949","Q8IZ63","canon",422,1,1,0,0
"950","Q8IZ73","canon",545,3,3,0,0
"951","Q8IZD0","canon",417,1,1,0,0
"952","Q8IZP2","canon",240,1,1,0,0
"953","Q8IZP7","canon",471,3,3,0,0
"954","Q8IZS7","canon",167,1,1,0,0
"955","Q8N0T1","canon",100,1,1,0,0
"956","Q8N0W4","canon",816,2,2,0,0
"957","Q8N100","canon",152,1,1,0,0
"958","Q8N108","canon",512,1,1,0,0
"959","Q8N126","canon",398,1,1,0,0
"960","Q8N142","canon",457,1,1,0,0
"961","Q8N146","canon",312,1,1,0,0
"962","Q8N149","canon",483,1,1,0,0
"963","Q8N158","canon",579,1,1,0,0
"964","Q8N162","canon",312,1,1,0,0
"965","Q8N1A0","canon",295,1,1,0,0
"966","Q8N1L9","canon",274,1,1,0,0
"967","Q8N205","canon",404,2,2,0,0
"968","Q8N2G8","canon",530,2,2,0,0
"969","Q8N2S1","canon",1624,4,4,0,0
"970","Q8N357","canon",371,1,1,0,0
"971","Q8N386","canon",305,1,1,0,0
"972","Q8N3Y3","canon",721,2,2,0,0
"973","Q8N428","canon",558,1,1,0,0
"974","Q8N443","canon",379,1,1,0,0
"975","Q8N4C0","canon",152,1,1,0,0
"976","Q8N4L1","canon",468,1,1,0,0
"977","Q8N4N3","canon",616,2,2,0,0
"978","Q8N4W6","canon",341,1,1,0,0
"979","Q8N565","canon",214,1,1,0,0
"980","Q8N587","canon",486,1,1,0,0
"981","Q8N5J2","canon",469,2,2,0,0
"982","Q8N5S3","canon",287,1,1,0,0
"983","Q8N5Y8","canon",322,2,2,0,0
"984","Q8N5Z0","canon",425,1,1,0,0
"985","Q8N635","canon",442,1,1,0,0
"986","Q8N680","canon",514,2,2,0,0
"987","Q8N693","canon",406,1,1,0,0
"988","Q8N6F7","canon",178,1,1,0,0
"989","Q8N6Q3","canon",437,1,1,0,0
"990","Q8N6T7","canon",355,1,1,0,0
"991","Q8N7C7","canon",305,1,1,0,0
"992","Q8N7P3","canon",220,1,1,0,0
"993","Q8N7P7","canon",452,1,1,0,0
"994","Q8N7U7","canon",411,1,1,0,0
"995","Q8N831","canon",410,2,2,0,0
"996","Q8N8A2","canon",993,1,1,0,0
"997","Q8N8B7","canon",351,1,1,0,0
"998","Q8N8N0","canon",203,1,1,0,0
"999","Q8N8S7","canon",591,4,4,0,0
"1000","Q8N8V4","canon",417,3,3,0,0
"1001","Q8N8Z6","canon",715,2,2,0,0
"1002","Q8N9F8","canon",522,1,1,0,0
"1003","Q8N9M1","canon",422,2,2,0,0
"1004","Q8NA29","canon",543,1,1,0,0
"1005","Q8NAA5","canon",344,1,1,0,0
"1006","Q8NAF0","canon",562,1,1,0,0
"1007","Q8NAQ8","canon",132,2,2,0,0
"1008","Q8NBM4","canon",344,1,1,0,0
"1009","Q8NBR6","canon",621,1,1,0,0
"1010","Q8NBS9","canon",432,1,1,0,0
"1011","Q8NBW4","canon",561,1,1,0,0
"1012","Q8NBZ0","canon",244,1,1,0,0
"1013","Q8NC06","canon",268,1,1,0,0
"1014","Q8NC60","canon",698,2,2,0,0
"1015","Q8NC67","canon",525,1,1,0,0
"1016","Q8NCC3","canon",412,1,1,0,0
"1017","Q8NCQ3","canon",95,1,1,0,0
"1018","Q8ND56","canon",463,1,1,0,0
"1019","Q8NDT2","canon",890,1,1,0,0
"1020","Q8NDV1","canon",305,1,1,0,0
"1021","Q8NDZ6","canon",487,2,2,0,0
"1022","Q8NEA4","canon",188,1,1,0,0
"1023","Q8NEB5","canon",264,1,1,0,0
"1024","Q8NEB7","canon",543,2,2,0,0
"1025","Q8NEP4","canon",570,1,1,0,0
"1026","Q8NET6","canon",341,1,1,0,0
"1027","Q8NEV9","canon",243,2,2,0,0
"1028","Q8NEX9","canon",313,1,1,0,0
"1029","Q8NEZ2","canon",397,1,1,0,0
"1030","Q8NFT8","canon",737,1,1,0,0
"1031","Q8NFU0","canon",473,1,1,0,0
"1032","Q8NFZ3","canon",816,2,2,0,0
"1033","Q8NG04","canon",563,2,2,0,0
"1034","Q8NG27","canon",643,1,1,0,0
"1035","Q8NGC4","canon",313,1,1,0,0
"1036","Q8NGD2","canon",314,1,1,0,0
"1037","Q8NGE5","canon",316,1,1,0,0
"1038","Q8NGF6","canon",305,1,1,0,0
"1039","Q8NGG4","canon",311,1,1,0,0
"1040","Q8NGH5","canon",318,1,1,0,0
"1041","Q8NGH8","canon",313,1,1,0,0
"1042","Q8NGI1","canon",322,1,1,0,0
"1043","Q8NGM1","canon",316,1,1,0,0
"1044","Q8NGM8","canon",313,1,1,0,0
"1045","Q8NGP6","canon",311,1,1,0,0
"1046","Q8NGQ6","canon",314,1,1,0,0
"1047","Q8NGU2","canon",314,1,1,0,0
"1048","Q8NGZ0","canon",328,1,1,0,0
"1049","Q8NH18","canon",312,1,1,0,0
"1050","Q8NH67","canon",350,2,2,0,0
"1051","Q8TAC2","canon",188,1,1,0,0
"1052","Q8TAD4","canon",765,1,1,0,0
"1053","Q8TAF5","canon",88,1,1,0,0
"1054","Q8TAF8","canon",219,1,1,0,0
"1055","Q8TAK6","canon",271,1,1,0,0
"1056","Q8TB68","canon",274,1,1,0,0
"1057","Q8TB92","canon",370,1,1,0,0
"1058","Q8TBC3","canon",707,1,1,0,0
"1059","Q8TBF5","canon",258,1,1,0,0
"1060","Q8TBM8","canon",379,1,1,0,0
"1061","Q8TBR5","canon",109,1,1,0,0
"1062","Q8TC84","canon",345,1,1,0,0
"1063","Q8TC90","canon",406,1,1,0,0
"1064","Q8TCA0","canon",184,1,1,0,0
"1065","Q8TCB6","canon",317,1,1,0,0
"1066","Q8TCD5","canon",201,1,1,0,0
"1067","Q8TCD6","canon",241,1,1,0,0
"1068","Q8TCE9","canon",139,1,1,0,0
"1069","Q8TCG2","canon",481,1,1,0,0
"1070","Q8TCJ0","canon",367,5,5,0,0
"1071","Q8TCU3","canon",470,1,1,0,0
"1072","Q8TCZ7","canon",52,1,1,0,0
"1073","Q8TDH9","canon",187,1,1,0,0
"1074","Q8TDQ0","canon",301,1,1,0,0
"1075","Q8TE67","canon",593,1,1,0,0
"1076","Q8TE96","canon",717,3,3,0,0
"1077","Q8TEW6","canon",326,2,2,0,0
"1078","Q8TEZ7","canon",354,1,1,0,0
"1079","Q8TF47","canon",636,1,1,0,0
"1080","Q8WTS6","canon",366,1,1,0,0
"1081","Q8WTU2","canon",575,1,1,0,0
"1082","Q8WTW4","canon",380,2,2,0,0
"1083","Q8WTX7","canon",329,1,1,0,0
"1084","Q8WUA8","canon",353,1,1,0,0
"1085","Q8WUS8","canon",393,1,1,0,0
"1086","Q8WUY1","canon",208,2,2,0,0
"1087","Q8WV92","canon",249,1,1,0,0
"1088","Q8WV99","canon",257,1,1,0,0
"1089","Q8WVI0","canon",70,1,1,0,0
"1090","Q8WW24","canon",435,5,5,0,0
"1091","Q8WWL2","canon",714,6,6,0,0
"1092","Q8WWU7","canon",325,1,1,0,0
"1093","Q8WWW8","canon",586,2,2,0,0
"1094","Q8WWY6","canon",194,2,2,0,0
"1095","Q8WXD9","canon",1431,3,3,0,0
"1096","Q8WXF5","canon",182,1,1,0,0
"1097","Q8WXG8","canon",99,2,2,0,0
"1098","Q8WXI8","canon",215,1,1,0,0
"1099","Q8WYH8","canon",240,2,2,0,0
"1100","Q8WYK2","canon",163,1,1,0,0
"1101","Q8WZ04","canon",291,1,1,0,0
"1102","Q8WZ33","canon",124,2,2,0,0
"1103","Q8WZ71","canon",300,1,1,0,0
"1104","Q8WZ82","canon",227,1,1,0,0
"1105","Q92186","canon",375,1,1,0,0
"1106","Q92482","canon",292,1,1,0,0
"1107","Q92503","canon",715,1,1,0,0
"1108","Q92546","canon",391,1,1,0,0
"1109","Q92563","canon",424,1,1,0,0
"1110","Q92572","canon",193,1,1,0,0
"1111","Q92585","canon",1016,1,1,0,0
"1112","Q92600","canon",299,1,1,0,0
"1113","Q92617","canon",1050,1,1,0,0
"1114","Q92685","canon",438,1,1,0,0
"1115","Q92781","canon",318,1,1,0,0
"1116","Q92791","canon",437,3,3,0,0
"1117","Q92804","canon",592,1,1,0,0
"1118","Q92858","canon",354,1,1,0,0
"1119","Q92901","canon",407,1,1,0,0
"1120","Q92930","canon",207,1,1,0,0
"1121","Q92947","canon",438,1,1,0,0
"1122","Q92949","canon",421,1,1,0,0
"1123","Q95604","canon",372,1,1,0,0
"1124","Q95IE3","canon",266,1,1,0,0
"1125","Q969G3","canon",411,1,1,0,0
"1126","Q969G9","canon",470,1,1,0,0
"1127","Q969L4","canon",123,1,1,0,0
"1128","Q969M2","canon",543,1,1,0,0
"1129","Q969Q4","canon",196,1,1,0,0
"1130","Q969S3","canon",477,1,1,0,0
"1131","Q969S6","canon",136,1,1,0,0
"1132","Q969S8","canon",669,1,1,0,0
"1133","Q969T7","canon",300,2,2,0,0
"1134","Q969W8","canon",418,2,2,0,0
"1135","Q96A22","canon",123,1,1,0,0
"1136","Q96A54","canon",375,1,1,0,0
"1137","Q96A61","canon",297,1,1,0,0
"1138","Q96AD5","canon",504,1,1,0,0
"1139","Q96AJ9","canon",217,1,1,0,0
"1140","Q96AN5","canon",459,1,1,0,0
"1141","Q96AX2","canon",223,2,2,0,0
"1142","Q96B02","canon",151,1,1,0,0
"1143","Q96B18","canon",629,1,1,0,0
"1144","Q96B21","canon",275,1,1,0,0
"1145","Q96BK5","canon",328,1,1,0,0
"1146","Q96BP2","canon",118,1,1,0,0
"1147","Q96C01","canon",138,1,1,0,0
"1148","Q96CA5","canon",298,2,2,0,0
"1149","Q96CG8","canon",243,1,1,0,0
"1150","Q96CM8","canon",615,1,1,0,0
"1151","Q96CW6","canon",309,1,1,0,0
"1152","Q96D15","canon",328,1,1,0,0
"1153","Q96D42","canon",359,1,1,0,0
"1154","Q96D53","canon",544,3,3,0,0
"1155","Q96DT0","canon",336,2,2,0,0
"1156","Q96DU3","canon",332,1,1,0,0
"1157","Q96DZ9","canon",223,1,1,0,0
"1158","Q96E14","canon",147,1,1,0,0
"1159","Q96E22","canon",293,1,1,0,0
"1160","Q96E35","canon",227,2,2,0,0
"1161","Q96E39","canon",390,1,1,0,0
"1162","Q96EH8","canon",262,1,1,0,0
"1163","Q96EY9","canon",351,1,1,0,0
"1164","Q96F63","canon",343,2,2,0,0
"1165","Q96F86","canon",508,1,1,0,0
"1166","Q96FC7","canon",376,1,1,0,0
"1167","Q96FQ6","canon",103,1,1,0,0
"1168","Q96FZ7","canon",201,4,4,0,0
"1169","Q96GS4","canon",357,1,1,0,0
"1170","Q96GZ6","canon",507,1,1,0,0
"1171","Q96H20","canon",258,2,2,0,0
"1172","Q96HR8","canon",494,1,1,0,0
"1173","Q96I15","canon",445,1,1,0,0
"1174","Q96I85","canon",54,1,1,0,0
"1175","Q96IG2","canon",436,1,1,0,0
"1176","Q96IK5","canon",515,2,2,0,0
"1177","Q96IS3","canon",184,1,1,0,0
"1178","Q96IU2","canon",234,2,2,0,0
"1179","Q96IW7","canon",307,1,1,0,0
"1180","Q96IY1","canon",281,2,2,0,0
"1181","Q96IZ6","canon",378,3,3,0,0
"1182","Q96JC4","canon",524,1,1,0,0
"1183","Q96JD6","canon",320,1,1,0,0
"1184","Q96JT2","canon",553,1,1,0,0
"1185","Q96K17","canon",158,1,1,0,0
"1186","Q96K58","canon",619,1,1,0,0
"1187","Q96KB5","canon",322,2,2,0,0
"1188","Q96KJ4","canon",702,2,2,0,0
"1189","Q96KN8","canon",279,1,1,0,0
"1190","Q96KP6","canon",325,4,4,0,0
"1191","Q96LM6","canon",180,1,1,0,0
"1192","Q96LW7","canon",228,2,2,0,0
"1193","Q96LW9","canon",406,1,1,0,0
"1194","Q96M34","canon",536,1,1,0,0
"1195","Q96MD2","canon",445,2,2,0,0
"1196","Q96MF6","canon",247,1,1,0,0
"1197","Q96MG7","canon",304,3,3,0,0
"1198","Q96MM3","canon",310,1,1,0,0
"1199","Q96MP8","canon",289,1,1,0,0
"1200","Q96MY1","canon",436,1,1,0,0
"1201","Q96N28","canon",172,1,1,0,0
"1202","Q96NA2","canon",401,4,4,0,0
"1203","Q96NG5","canon",402,2,2,0,0
"1204","Q96NJ3","canon",590,1,1,0,0
"1205","Q96NT0","canon",180,2,2,0,0
"1206","Q96NT3","canon",240,1,1,0,0
"1207","Q96P48","canon",1450,3,3,0,0
"1208","Q96PD4","canon",163,1,1,0,0
"1209","Q96PL2","canon",329,1,1,0,0
"1210","Q96PM9","canon",386,1,1,0,0
"1211","Q96PW8","canon",444,1,1,0,0
"1212","Q96PZ2","canon",611,2,2,0,0
"1213","Q96QV1","canon",700,1,1,0,0
"1214","Q96R05","canon",134,2,2,0,0
"1215","Q96R54","canon",314,1,1,0,0
"1216","Q96R67","canon",309,1,1,0,0
"1217","Q96RB7","canon",305,1,1,0,0
"1218","Q96RD7","canon",426,1,1,0,0
"1219","Q96RE9","canon",604,2,2,0,0
"1220","Q96RP7","canon",486,1,1,0,0
"1221","Q96S66","canon",551,1,1,0,0
"1222","Q96S86","canon",360,1,1,0,0
"1223","Q96SI1","canon",283,2,2,0,0
"1224","Q96T54","canon",332,1,1,0,0
"1225","Q99062","canon",836,1,1,0,0
"1226","Q99453","canon",314,1,1,0,0
"1227","Q99457","canon",506,1,1,0,0
"1228","Q99496","canon",336,1,1,0,0
"1229","Q99502","canon",592,1,1,0,0
"1230","Q99527","canon",375,1,1,0,0
"1231","Q99575","canon",1024,1,1,0,0
"1232","Q99576","canon",134,4,4,0,0
"1233","Q99581","canon",238,1,1,0,0
"1234","Q99593","canon",518,1,1,0,0
"1235","Q99608","canon",321,1,1,0,0
"1236","Q99622","canon",126,1,1,0,0
"1237","Q99638","canon",391,1,1,0,0
"1238","Q99685","canon",303,1,1,0,0
"1239","Q99714","canon",261,1,1,0,0
"1240","Q99731","canon",98,1,1,0,0
"1241","Q99747","canon",312,2,2,0,0
"1242","Q99757","canon",166,1,1,0,0
"1243","Q99767","canon",749,2,2,0,0
"1244","Q99788","canon",373,1,1,0,0
"1245","Q99795","canon",319,2,2,0,0
"1246","Q99801","canon",234,1,1,0,0
"1247","Q99944","canon",293,1,1,0,0
"1248","Q9BPW5","canon",248,1,1,0,0
"1249","Q9BQI0","canon",150,1,1,0,0
"1250","Q9BQL6","canon",677,1,1,0,0
"1251","Q9BQM9","canon",153,1,1,0,0
"1252","Q9BQP9","canon",254,1,1,0,0
"1253","Q9BQS6","canon",159,1,1,0,0
"1254","Q9BQT9","canon",956,1,1,0,0
"1255","Q9BQY4","canon",288,1,1,0,0
"1256","Q9BQY9","canon",259,2,2,0,0
"1257","Q9BR09","canon",285,1,1,0,0
"1258","Q9BRA0","canon",125,1,1,0,0
"1259","Q9BRA2","canon",123,1,1,0,0
"1260","Q9BRP8","canon",204,1,1,0,0
