"","Entry","Status","Length"
"873","Q53TS8","reviewed",623
"874","P43353","reviewed",468
"875","P30038","reviewed",563
"876","P49419","reviewed",539
"877","Q9Y673","reviewed",324
"878","Q9BVK2","reviewed",526
"879","Q13686","reviewed",389
"880","Q8TCU4","reviewed",4167
"881","Q6DCA0","reviewed",310
"882","Q9UKV5","reviewed",643
"883","Q8IY45","reviewed",258
"884","A6QL64","reviewed",1941
"885","Q9P2R3","reviewed",1169
"886","Q6UXH0","reviewed",198
"887","Q96BM1","reviewed",317
"888","Q96LA8","reviewed",375
"889","Q5XXA6","reviewed",986
"890","P20594","reviewed",1047
"891","Q9H560","reviewed",264
"892","Q86W74","reviewed",232
"893","Q9BZ19","reviewed",345
"894","P13928","reviewed",327
"895","P28039","reviewed",575
"896","P27338","reviewed",520
"897","Q06278","reviewed",1338
"898","Q10567","reviewed",949
"899","O94973","reviewed",939
"900","P63010","reviewed",937
"901","Q92481","reviewed",460
"902","P53677","reviewed",418
"903","Q2VPB7","reviewed",878
"904","Q02410","reviewed",837
"905","O96018","reviewed",575
"906","O00213","reviewed",710
"907","Q96DE5","reviewed",110
"908","O60266","reviewed",1144
"909","Q6IQ32","reviewed",1131
"910","Q9H2P0","reviewed",1102
"911","P55198","reviewed",1093
"912","Q13015","reviewed",90
"913","Q99490","reviewed",1192
"914","Q96P64","reviewed",663
"915","Q86SQ3","reviewed",457
"916","Q8IZF7","reviewed",708
"917","Q9BYV1","reviewed",514
"918","P30556","reviewed",359
"919","P50052","reviewed",363
"920","Q5TGY3","reviewed",1603
"921","Q96BJ3","reviewed",306
"922","Q8N1P7","reviewed",616
"923","Q04828","reviewed",323
"924","P42330","reviewed",323
"925","P04075","reviewed",364
"926","P05062","reviewed",364
"927","Q5JTC6","reviewed",1135
"928","A6NCL7","reviewed",494
"929","E9PGG2","reviewed",379
"930","Q8NAG6","reviewed",615
"931","Q6ZW76","reviewed",656
"932","Q68DC2","reviewed",871
"933","Q99873","reviewed",361
"934","O14744","reviewed",637
"935","Q9HCE9","reviewed",1232
"936","A1A5B4","reviewed",782
"937","P16066","reviewed",1061
"938","P17342","reviewed",541
"939","Q8N6D5","reviewed",301
"940","Q8N283","reviewed",1001
"941","Q53RE8","reviewed",183
"942","Q5TZF3","reviewed",282
"943","Q8WVL7","reviewed",239
"944","Q8N9V6","reviewed",530
"945","Q3KP44","reviewed",614
"946","Q7Z6G8","reviewed",1248
"947","O60641","reviewed",907
"948","Q9Y6Q5","reviewed",423
"949","O95782","reviewed",977
"950","P05549","reviewed",437
"951","O00203","reviewed",1094
"952","Q9Y2T2","reviewed",418
"953","P59780","reviewed",193
"954","Q96N21","reviewed",525
"955","Q9UPM8","reviewed",1137
"956","O43299","reviewed",807
"957","C9JRZ8","reviewed",316
"958","P17516","reviewed",323
"959","Q86UN6","reviewed",197
"960","Q9P0M2","reviewed",348
"961","O75969","reviewed",853
"962","Q13023","reviewed",2319
"963","Q5T2L2","reviewed",129
"964","Q3SY69","reviewed",923
"965","P30838","reviewed",453
"966","P51648","reviewed",485
"967","Q96Q83","reviewed",286
"968","Q6P6C2","reviewed",394
"969","Q9BT30","reviewed",221
"970","Q9UM73","reviewed",1620
"971","Q86TB3","reviewed",2170
"972","P55789","reviewed",205
"973","Q8N944","reviewed",861
"974","Q86WK6","reviewed",493
"975","Q86SJ2","reviewed",522
"976","Q16671","reviewed",573
"977","P23109","reviewed",780
"978","Q07075","reviewed",957
"979","P49418","reviewed",695
"980","Q8N6M6","reviewed",819
"981","P04745","reviewed",511
"982","Q8IZ07","reviewed",590
"983","Q8N6S4","reviewed",541
"984","Q9BXX3","reviewed",1397
"985","O43423","reviewed",234
"986","P01019","reviewed",485
"987","Q12955","reviewed",4377
"988","Q86XL3","reviewed",938
"989","Q75V66","reviewed",913
"990","Q4KMQ2","reviewed",910
"991","C9JTQ0","reviewed",380
"992","Q9H9E1","reviewed",313
"993","Q9H6X2","reviewed",564
"994","P07355","reviewed",339
"995","O76027","reviewed",345
"996","Q7Z6R9","reviewed",452
"997","P50583","reviewed",147
"998","Q9H0R1","reviewed",490
"999","Q9NUS5","reviewed",200
"1000","O14727","reviewed",1248
"1001","O15033","reviewed",823
"1002","Q5VUY2","reviewed",407
"1003","O95622","reviewed",1261
"1004","O43306","reviewed",1168
"1005","P51828","reviewed",1080
"1006","Q96PN6","reviewed",1610
"1007","Q9UEY8","reviewed",706
"1008","Q8IVF2","reviewed",5795
"1009","Q9BQI0","reviewed",150
"1010","Q9BRQ8","reviewed",373
"1011","O14862","reviewed",343
"1012","Q9P2G1","reviewed",1089
"1013","Q53H80","reviewed",203
"1014","Q12802","reviewed",2813
"1015","Q9H8T0","reviewed",292
"1016","O75891","reviewed",902
"1017","Q60I27","reviewed",953
"1018","Q9H2A2","reviewed",487
"1019","P05091","reviewed",517
"1020","Q96F25","reviewed",216
"1021","Q92685","reviewed",438
"1022","Q3KRA9","reviewed",238
"1023","Q96Q42","reviewed",1657
"1024","Q9H161","reviewed",411
"1025","P30533","reviewed",357
"1026","Q6UX39","reviewed",209
"1027","P04746","reviewed",511
"1028","A2A2Z9","reviewed",1011
"1029","A5PLL1","reviewed",514
"1030","P10275","reviewed",920
"1031","P23582","reviewed",126
"1032","Q9NVM4","reviewed",692
"1033","Q9NR22","reviewed",394
"1034","Q5VYY1","reviewed",191
"1035","O15084","reviewed",1053
"1036","Q7Z713","reviewed",158
"1037","Q6AI12","reviewed",368
"1038","Q8N9B4","reviewed",389
"1039","Q8NB46","reviewed",1076
"1040","A6NC57","reviewed",917
"1041","B4E2M5","reviewed",251
"1042","Q92625","reviewed",1134
"1043","A6NF34","reviewed",631
"1044","Q96PC3","reviewed",154
"1045","Q9UBL0","reviewed",812
"1046","P59998","reviewed",168
"1047","P49407","reviewed",418
"1048","P32121","reviewed",409
"1049","A6NEK1","reviewed",342
"1050","P54793","reviewed",590
"1051","Q6HA08","reviewed",431
"1052","O14525","reviewed",1302
"1053","Q4VNC1","reviewed",1196
"1054","P14415","reviewed",290
"1055","P54709","reviewed",279
"1056","Q7Z4Y8","reviewed",100
"1057","Q9ULK2","reviewed",861
"1058","Q14CW9","reviewed",347
"1059","O43520","reviewed",1251
"1060","Q8NBU5","reviewed",361
"1061","Q96QE3","reviewed",1844
"1062","Q9H0Y0","reviewed",220
"1063","Q9NT62","reviewed",314
"1064","Q9BSB4","reviewed",218
"1065","Q8N6G6","reviewed",1762
"1066","O00244","reviewed",68
"1067","Q99766","reviewed",215
"1068","P00846","reviewed",226
"1069","Q9BS18","reviewed",74
"1070","P60006","reviewed",121
"1071","Q9UJX5","reviewed",808
"1072","Q9UJX4","reviewed",755
"1073","Q8WW43","reviewed",257
"1074","P05090","reviewed",189
"1075","Q9BQE5","reviewed",337
"1076","F7VJQ1","reviewed",73
"1077","Q7Z2E3","reviewed",356
"1078","A6NM10","reviewed",295
"1079","Q8NBQ7","reviewed",271
"1080","Q3SXY8","reviewed",428
"1081","Q8N6S5","reviewed",226
"1082","Q96P48","reviewed",1450
"1083","Q96IT6","reviewed",56
"1084","P25098","reviewed",689
"1085","P35626","reviewed",688
"1086","Q8IWT0","reviewed",167
"1087","P15514","reviewed",252
"1088","Q8N4T4","reviewed",335
"1089","Q99856","reviewed",593
"1090","A6NKF2","reviewed",412
"1091","Q0P5N6","reviewed",197
"1092","Q8IVW1","reviewed",177
"1093","Q8NEN0","reviewed",867
"1094","Q5T2S8","reviewed",1044
"1095","Q9H6L4","reviewed",198
"1096","Q9UH62","reviewed",379
"1097","Q9NZ32","reviewed",417
"1098","Q9GZN1","reviewed",396
"1099","Q9H981","reviewed",624
"1100","P15289","reviewed",507
"1101","Q96QS3","reviewed",562
"1102","Q9NR71","reviewed",780
"1103","Q8WXI3","reviewed",467
"1104","Q96NS5","reviewed",453
"1105","Q6ZVZ8","reviewed",466
"1106","Q9Y574","reviewed",426
"1107","Q9H672","reviewed",318
"1108","Q9ULZ3","reviewed",195
"1109","Q9NVP2","reviewed",202
"1110","O95704","reviewed",486
"1111","P08519","reviewed",4548
"1112","P04114","reviewed",4563
"1113","P55056","reviewed",127
"1114","Q9BWW9","reviewed",433
"1115","Q96IL0","reviewed",206
"1116","Q96PS8","reviewed",301
"1117","P41181","reviewed",271
"1118","O94778","reviewed",261
"1119","Q92747","reviewed",370
"1120","A1IGU5","reviewed",675
"1121","Q92888","reviewed",912
"1122","Q12774","reviewed",1597
"1123","O15013","reviewed",1369
"1124","Q5VV41","reviewed",709
"1125","O14497","reviewed",2285
"1126","Q68CP9","reviewed",1835
"1127","Q5T9G4","reviewed",340
"1128","P0C7Q2","reviewed",107
"1129","Q5H9R4","reviewed",360
"1130","P27540","reviewed",789
"1131","O15144","reviewed",300
"1132","Q5FYB1","reviewed",569
"1133","Q9BVC5","reviewed",232
"1134","Q9NY37","reviewed",505
"1135","Q92624","reviewed",585
"1136","Q9UM13","reviewed",185
"1137","Q8J025","reviewed",514
"1138","O95996","reviewed",2303
"1139","P25054","reviewed",2843
"1140","Q9BZZ5","reviewed",524
"1141","Q8IW19","reviewed",511
"1142","P07741","reviewed",180
"1143","Q5H913","reviewed",290
"1144","Q6UW56","reviewed",229
"1145","Q9NXL2","reviewed",777
"1146","O15085","reviewed",1522
"1147","O94989","reviewed",841
"1148","Q6ZSZ5","reviewed",1173
"1149","Q9NX46","reviewed",363
"1150","Q03989","reviewed",594
"1151","O43488","reviewed",359
"1152","P49703","reviewed",201
"1153","Q9Y689","reviewed",179
"1154","Q7L4S7","reviewed",300
"1155","Q9HBZ2","reviewed",717
"1156","Q86WX3","reviewed",136
"1157","Q9C0K3","reviewed",210
"1158","Q9BPX5","reviewed",153
"1159","O15511","reviewed",151
"1160","Q7Z6K5","reviewed",226
"1161","P51690","reviewed",589
"1162","Q96EG1","reviewed",525
"1163","Q6UWY0","reviewed",536
"1164","Q5T4W7","reviewed",220
"1165","Q9HBK9","reviewed",375
"1166","Q8TDY4","reviewed",903
"1167","Q8WXH4","reviewed",323
"1168","Q8WXK3","reviewed",278
"1169","Q8WWX0","reviewed",329
"1170","Q9H765","reviewed",288
"1171","Q96DX5","reviewed",294
"1172","Q9H1I8","reviewed",757
"1173","P26436","reviewed",265
"1174","O60423","reviewed",1300
"1175","Q5SQI0","reviewed",421
"1176","Q5T9A4","reviewed",648
"1177","P17544","reviewed",494
"1178","Q2TAZ0","reviewed",1938
"1179","Q96DT6","reviewed",458
"1180","Q9H1Y0","reviewed",275
"1181","Q86TH1","reviewed",951
"1182","P56381","reviewed",51
"1183","O00192","reviewed",962
"1184","P18440","reviewed",290
"1185","P11245","reviewed",290
"1186","Q9Y575","reviewed",518
"1187","Q9Y294","reviewed",204
"1188","P07307","reviewed",311
"1189","Q16515","reviewed",512
"1190","Q96FT7","reviewed",647
"1191","Q92484","reviewed",453
"1192","O43681","reviewed",348
"1193","Q9BZE9","reviewed",553
"1194","A6ND91","reviewed",283
"1195","Q9BXN1","reviewed",380
"1196","Q9C0F0","reviewed",2248
"1197","O60312","reviewed",1499
"1198","Q9P241","reviewed",1426
"1199","Q9Y2G3","reviewed",1177
"1200","O14983","reviewed",1001
"1201","P16615","reviewed",1042
"1202","Q93084","reviewed",1043
"1203","P20020","reviewed",1258
"1204","Q01814","reviewed",1243
"1205","P98194","reviewed",919
"1206","Q8TBG4","reviewed",499
"1207","Q8IUZ5","reviewed",450
"1208","Q5VTU8","reviewed",51
"1209","P24539","reviewed",256
"1210","P48201","reviewed",142
"1211","Q5T6C5","reviewed",722
"1212","Q8TF62","reviewed",1192
"1213","Q96BY7","reviewed",2078
"1214","Q9Y4P1","reviewed",393
"1215","Q86TL0","reviewed",474
"1216","Q6ZMM2","reviewed",481
"1217","P54259","reviewed",1190
"1218","P54710","reviewed",66
"1219","Q9ULZ1","reviewed",77
"1220","P51693","reviewed",650
"1221","P02652","reviewed",100
"1222","P02649","reviewed",317
"1223","Q13790","reviewed",326
"1224","O95236","reviewed",402
"1225","Q8IVJ8","reviewed",170
"1226","P55087","reviewed",323
"1227","P55064","reviewed",265
"1228","A6NL99","reviewed",342
"1229","Q9Y2Y0","reviewed",163
"1230","O95154","reviewed",331
"1231","Q8N4G2","reviewed",192
"1232","P40616","reviewed",181
"1233","Q9H993","reviewed",441
"1234","Q9P291","reviewed",453
"1235","Q8N5I2","reviewed",433
"1236","Q96B67","reviewed",414
"1237","P10523","reviewed",405
"1238","P51689","reviewed",593
"1239","Q5FYA8","reviewed",562
"1240","Q495Z4","reviewed",193
"1241","Q8N9N2","reviewed",400
"1242","Q8N3C0","reviewed",2202
"1243","Q6XD76","reviewed",172
"1244","Q92572","reviewed",193
"1245","Q9Y6B7","reviewed",739
"1246","A6NJG6","reviewed",315
"1247","Q9NR80","reviewed",690
"1248","Q7Z628","reviewed",596
"1249","Q96PE2","reviewed",2063
"1250","Q8IW93","reviewed",802
"1251","Q86VW2","reviewed",580
"1252","Q96DR7","reviewed",871
"1253","Q8N8L6","reviewed",244
"1254","Q969Q4","reviewed",196
"1255","Q8N2F6","reviewed",343
"1256","Q9NVT9","reviewed",282
"1257","Q5W041","reviewed",872
"1258","Q6NXE6","reviewed",501
"1259","Q7L311","reviewed",632
"1260","P61160","reviewed",394
"1261","Q9H9F9","reviewed",607
"1262","P36575","reviewed",388
"1263","Q9H2C2","reviewed",271
"1264","Q13510","reviewed",395
"1265","Q8WXK1","reviewed",588
"1266","P50553","reviewed",236
"1267","Q9NQ33","reviewed",180
"1268","Q7RTU5","reviewed",278
"1269","P07306","reviewed",291
"1270","Q9NR48","reviewed",2969
"1271","Q9UBL3","reviewed",628
"1272","Q6ICH7","reviewed",369
"1273","Q12797","reviewed",758
"1274","Q96KQ4","reviewed",1090
"1275","Q13625","reviewed",1128
"1276","Q9NVM9","reviewed",706
"1277","Q8WWH4","reviewed",475
"1278","P98196","reviewed",1134
"1279","Q9HD20","reviewed",1204
"1280","Q9NQ11","reviewed",1180
"1281","Q4VNC0","reviewed",1218
"1282","O75185","reviewed",946
"1283","Q06055","reviewed",141
"1284","Q9NTI2","reviewed",1148
"1285","Q6PL18","reviewed",1390
"1286","Q9ULI0","reviewed",1458
"1287","P15336","reviewed",505
"1288","Q99941","reviewed",703
"1289","Q9NR81","reviewed",526
"1290","Q15052","reviewed",776
"1291","Q14155","reviewed",803
"1292","O43307","reviewed",516
"1293","Q9NZN5","reviewed",1544
"1294","Q8NDY3","reviewed",354
"1295","Q9Y4X5","reviewed",557
"1296","O95376","reviewed",493
"1297","P29374","reviewed",1257
"1298","Q4LE39","reviewed",1312
"1299","P40617","reviewed",200
"1300","P04424","reviewed",464
"1301","Q9P1U1","reviewed",418
"1302","P61158","reviewed",418
"1303","O15145","reviewed",178
"1304","P15848","reviewed",533
"1305","Q2TB18","reviewed",679
"1306","Q8IXJ9","reviewed",1541
"1307","O94823","reviewed",1461
"1308","Q8NB49","reviewed",1132
"1309","P54707","reviewed",1039
"1310","Q9H7F0","reviewed",1226
"1311","P05023","reviewed",1023
"1312","P13637","reviewed",1013
"1313","P05026","reviewed",303
"1314","Q674R7","reviewed",924
"1315","Q32M88","reviewed",737
"1316","Q6UY14","reviewed",1074
"1317","Q8WXF7","reviewed",558
"1318","P42127","reviewed",132
"1319","Q76L83","reviewed",1435
"1320","P50993","reviewed",1020
"1321","Q13733","reviewed",1029
"1322","Q9UN42","reviewed",357
"1323","Q16720","reviewed",1220
"1324","P23634","reviewed",1241
"1325","P82987","reviewed",1691
"1326","Q13315","reviewed",3056
"1327","P56385","reviewed",69
"1328","P25705","reviewed",553
"1329","Q6RW13","reviewed",159
"1330","O75882","reviewed",1429
"1331","Q9H324","reviewed",1103
"1332","Q8TE57","reviewed",1224
"1333","Q8TE60","reviewed",1221
"1334","Q9UHI8","reviewed",967
"1335","O15072","reviewed",1205
"1336","O75173","reviewed",837
"1337","Q9UKP5","reviewed",1117
"1338","Q9UP79","reviewed",889
"1339","P17405","reviewed",629
"1340","Q9NWL6","reviewed",643
"1341","P08243","reviewed",561
"1342","P00966","reviewed",412
"1343","P05496","reviewed",136
"1344","Q9NW81","reviewed",257
"1345","P0DMR3","reviewed",200
"1346","Q5TC04","reviewed",95
"1347","Q86WG3","reviewed",371
"1348","P18846","reviewed",271
"1349","Q9Y2D1","reviewed",282
"1350","O94817","reviewed",140
"1351","P20648","reviewed",1035
"1352","O75947","reviewed",161
"1353","O75110","reviewed",1047
"1354","O43861","reviewed",1147
"1355","Q8WWM7","reviewed",1075
"1356","Q99700","reviewed",1313
"1357","O14977","reviewed",448
"1358","Q96A70","reviewed",460
"1359","P51164","reviewed",291
"1360","O75964","reviewed",103
"1361","P35670","reviewed",1465
"1362","P30049","reviewed",168
"1363","Q5TC12","reviewed",328
"1364","P56134","reviewed",94
"1365","P46100","reviewed",2492
"1366","Q8TE58","reviewed",950
"1367","Q9UKP4","reviewed",1686
"1368","P17735","reviewed",454
"1369","Q9UBB4","reviewed",475
"1370","Q9Y679","reviewed",476
"1371","Q96GD4","reviewed",344
"1372","Q9Y2T1","reviewed",843
"1373","Q86Y28","reviewed",39
"1374","Q9UMQ3","reviewed",279
"1375","Q8N3I7","reviewed",341
"1376","O75815","reviewed",825
"1377","Q9H6U6","reviewed",928
"1378","Q8WUZ0","reviewed",217
"1379","Q4VC05","reviewed",210
"1380","Q86UU0","reviewed",1499
"1381","Q9Y276","reviewed",419
"1382","Q8IYS8","reviewed",172
"1383","A8MW95","reviewed",431
"1384","Q9BUH8","reviewed",593
"1385","Q8N1M1","reviewed",668
"1386","Q9HBH7","reviewed",125
"1387","Q9NWD9","reviewed",120
"1388","Q8NFJ8","reviewed",381
"1389","Q8NDY6","reviewed",225
"1390","Q6UXY1","reviewed",529
"1391","Q8TD16","reviewed",824
"1392","P56211","reviewed",112
"1393","Q8TBH0","reviewed",407
"1394","Q8NCT1","reviewed",418
"1395","Q8WXJ9","reviewed",295
"1396","Q9Y576","reviewed",335
"1397","Q96Q27","reviewed",587
"1398","Q9NWX5","reviewed",421
"1399","Q99929","reviewed",193
"1400","P46597","reviewed",345
"1401","Q9Y2Q0","reviewed",1164
"1402","P98198","reviewed",1209
"1403","O95260","reviewed",518
"1404","P18847","reviewed",181
"1405","P18848","reviewed",351
"1406","P18850","reviewed",670
"1407","O95352","reviewed",703
"1408","Q9UII2","reviewed",106
"1409","Q9Y6H3","reviewed",246
"1410","Q04656","reviewed",1500
"1411","P36542","reviewed",298
"1412","Q5FYB0","reviewed",599
"1413","P0C7U1","reviewed",165
"1414","Q9ULH1","reviewed",1129
"1415","O43150","reviewed",1006
"1416","Q8WXK4","reviewed",309
"1417","A6NK59","reviewed",587
"1418","Q7L266","reviewed",308
"1419","P78348","reviewed",528
"1420","Q92485","reviewed",455
"1421","P20933","reviewed",346
"1422","Q8IZT6","reviewed",3477
"1423","Q5T2N8","reviewed",411
"1424","O75143","reviewed",517
"1425","Q8WYN0","reviewed",398
"1426","Q8NHH9","reviewed",583
"1427","P18859","reviewed",108
"1428","O75366","reviewed",819
"1429","Q5T686","reviewed",147
"1430","A6NMY6","reviewed",339
"1431","Q07817","reviewed",233
"1432","P61769","reviewed",119
"1433","Q9P2W7","reviewed",334
"1434","Q6L9W6","reviewed",998
"1435","O60513","reviewed",344
"1436","P56817","reviewed",501
"1437","O14867","reviewed",736
"1438","O75531","reviewed",89
"1439","Q99933","reviewed",345
"1440","O95429","reviewed",457
"1441","Q5U4P2","reviewed",390
"1442","Q9Y284","reviewed",106
"1443","O75129","reviewed",1339
"1444","Q9NVI7","reviewed",634
"1445","Q6DD88","reviewed",541
"1446","Q92858","reviewed",354
"1447","Q8N100","reviewed",152
"1448","P06576","reviewed",529
"1449","P48047","reviewed",213
"1450","Q8WXS8","reviewed",1223
"1451","Q8TE59","reviewed",1207
"1452","O95450","reviewed",1211
"1453","Q9H3M9","reviewed",355
"1454","Q156A1","reviewed",80
"1455","Q9H7T9","reviewed",357
"1456","Q9NQS1","reviewed",362
"1457","Q92843","reviewed",193
"1458","Q9BXK5","reviewed",485
"1459","Q96L58","reviewed",329
"1460","Q9BPU9","reviewed",175
"1461","P0C853","reviewed",105
"1462","Q14032","reviewed",418
"1463","O95816","reviewed",211
"1464","P46379","reviewed",1132
"1465","O94812","reviewed",1187
"1466","Q16611","reviewed",211
"1467","Q13145","reviewed",260
"1468","Q9BZE3","reviewed",327
"1469","P35613","reviewed",385
"1470","P80723","reviewed",227
"1471","Q07812","reviewed",192
"1472","Q8TAM1","reviewed",723
"1473","P54687","reviewed",386
"1474","Q9UHC3","reviewed",531
"1475","O95671","reviewed",621
"1476","Q7Z3C6","reviewed",839
"1477","O43313","reviewed",823
"1478","Q96SQ7","reviewed",321
"1479","P03928","reviewed",68
"1480","Q8N5M1","reviewed",289
"1481","Q76LX8","reviewed",1427
