Call:,,,,
lm(formula = log(topMotifSum) ~ Length),,,,
Residuals:,,,,
Min,1Q,Median,3Q,Max
Q6PRD7,247,1,-0.255679989,
Q6PUV4,134,2,0.488157901,
Q6S545,545,1,-0.389359912,
Q6S5H5,508,1,-0.372762069,
Q6UWP8,590,1,-0.409546478,
Q6UWR7,440,1,-0.342257926,
Q6UWS5,81,1,-0.181213991,
Q6UWV7,190,1,-0.230110339,
Q6UX72,402,1,-0.325211492,
Q6UXB0,335,1,-0.295155939,
Q6UXH8,406,1,-0.327005854,
Q6UXN8,241,2,0.440158734,
Q6UXT9,468,1,-0.354818455,
Q6UXU4,331,1,-0.293361578,
Q6UXY1,529,1,-0.382182466,
Q6UXZ3,194,1,-0.231904701,
Q6X4T0,127,1,-0.201849147,
Q6XD76,172,1,-0.222035713,
Q6XE24,437,2,0.352235026,
Q6XPR3,784,1,-0.496573005,
Q6Y1H2,254,1,-0.258820121,
Q6YP21,454,1,-0.34853819,
Q6ZMB0,384,1,-0.317136866,
Q6ZMS7,281,1,-0.270932061,
Q6ZN06,617,1,-0.421658417,
Q6ZN08,573,1,-0.401920442,
Q6ZN11,406,1,-0.327005854,
Q6ZN66,633,8,1.650605679,
Q6ZNB5,142,2,0.484569178,
Q6ZNC4,412,1,-0.329697396,
Q6ZNG2,339,1,-0.296950301,
Q6ZNR0,172,1,-0.222035713,
Q6ZPD8,337,1,-0.29605312,
Q6ZQN5,318,1,-0.287529903,
Q6ZS52,159,1,-0.216204038,
Q6ZS82,235,1,-0.250296905,
Q6ZSJ9,500,2,0.323973834,
Q6ZSU1,146,1,-0.210372364,
Q6ZT52,329,1,-0.292464397,
Q6ZTA4,783,1,-0.496124414,
Q6ZTI6,216,1,-0.241773688,
Q6ZTW0,290,1,-0.274969374,
Q6ZUA9,1318,2,-0.042973069,
Q6ZUJ4,267,1,-0.264651796,
Q6ZUT3,714,1,-0.46517168,
Q6ZVK8,323,1,-0.289772855,
Q6ZW35,169,1,-0.220689942,
Q70IA8,216,1,-0.241773688,
Q719H9,257,2,0.432981288,
Q719I0,299,1,-0.279006687,
Q75MW2,155,1,-0.214409677,
Q76KD6,591,3,0.688617221,
Q76MJ5,926,4,0.826021527,
Q7L3V2,364,1,-0.308165059,
Q7L513,359,3,0.792690181,
Q7L5N1,327,1,-0.291567217,
Q7L5Y6,550,1,-0.391602864,
Q7LBR1,199,1,-0.234147652,
Q7RTS1,189,1,-0.229661749,
Q7RTV3,350,1,-0.301884794,
Q7RTX9,510,1,-0.37365925,
Q7RTY5,328,1,-0.292015807,
Q7Z3C6,839,2,0.171901707,
Q7Z3H0,272,1,-0.266894748,
Q7Z3H4,446,1,-0.344949468,
Q7Z418,384,1,-0.317136866,
Q7Z434,540,2,0.30603022,
Q7Z553,956,2,0.119416636,
Q7Z591,1439,1,-0.790399681,
Q7Z5P4,300,1,-0.279455277,
Q7Z5U6,358,1,-0.305473517,
Q7Z692,300,1,-0.279455277,
Q7Z6M3,343,1,-0.298744662,
Q7Z6Z6,429,2,0.355823749,
Q7Z736,793,1,-0.500610318,
Q7Z769,313,1,-0.285286952,
Q7Z7F0,614,1,-0.420312646,
Q7Z7N9,219,1,-0.243119459,
Q86SI9,138,1,-0.206783641,
Q86SX3,495,1,-0.366930395,
Q86TG7,708,1,-0.462480138,
Q86TN4,253,1,-0.258371531,
Q86UA6,219,2,0.450027721,
Q86UC2,560,1,-0.396088767,
Q86UF4,302,1,-0.280352458,
Q86UK7,904,1,-0.550403846,
Q86UN3,420,1,-0.333286119,
Q86UQ5,136,1,-0.20588646,
Q86UV6,250,2,0.436121421,
Q86UV7,250,2,0.436121421,
Q86UW8,402,1,-0.325211492,
Q86UY6,237,2,0.441953095,
Q86V24,386,2,0.375113134,
Q86V85,440,1,-0.342257926,
Q86V88,176,2,0.469317106,
Q86VD9,579,1,-0.404611984,
Q86VG3,221,1,-0.24401664,
Q86VR8,437,1,-0.340912155,
Q86VZ2,330,1,-0.292912988,
Q86VZ4,500,1,-0.369173346,
Q86VZ5,419,2,0.360309652,
Q86W11,494,2,0.326665376,
Q86WB0,502,1,-0.370070527,
Q86WB7,457,1,-0.349883962,
Q86WD7,417,1,-0.331940348,
Q86WK7,504,1,-0.370967708,
Q86WS5,348,1,-0.300987614,
Q86X53,443,1,-0.343603697,
Q86XJ0,350,2,0.391262386,
Q86XK7,387,1,-0.318482637,
Q86XR7,235,2,0.442850276,
Q86XT4,487,2,0.329805509,
Q86YJ5,346,1,-0.300090433,
Q86YR6,584,1,-0.406854935,
Q8IU54,200,1,-0.234596243,
Q8IUL8,1156,1,-0.663448613,
Q8IUN9,316,2,0.406514458,
Q8IUQ4,282,1,-0.271380651,
Q8IV04,446,2,0.348197713,
Q8IV08,490,3,0.733924846,
Q8IVF1,878,4,0.847553864,
Q8IVI9,506,1,-0.371864888,
Q8IVL5,708,2,0.230667042,
Q8IW40,242,1,-0.253437037,
Q8IWN7,2480,2,-0.564235051,
Q8IWT1,228,1,-0.247156772,
Q8IWU5,870,2,0.157995406,
Q8IWU9,490,1,-0.364687443,
Q8IWV1,398,1,-0.323417131,
Q8IX15,550,1,-0.391602864,
Q8IXK2,581,4,0.980785197,
Q8IXL7,192,1,-0.23100752,
Q8IXW0,634,3,0.669327836,
Q8IY26,295,1,-0.277212325,
Q8IY47,623,1,-0.424349959,
Q8IY95,271,1,-0.266446157,
Q8IYA7,352,1,-0.302781975,
Q8IYR6,380,1,-0.315342505,
Q8IYS0,662,1,-0.441844982,
Q8IZ63,422,1,-0.334183299,
Q8IZ73,545,3,0.709252377,
Q8IZD0,417,1,-0.331940348,
Q8IZP2,240,1,-0.252539856,
Q8IZP7,471,3,0.742448062,
Q8IZS7,167,1,-0.219792761,
Q8N0T1,100,1,-0.189737208,
Q8N0W4,816,2,0.182219285,
Q8N100,152,1,-0.213063906,
Q8N108,512,1,-0.374556431,
Q8N126,398,1,-0.323417131,
Q8N142,457,1,-0.349883962,
Q8N146,312,1,-0.284838361,
Q8N149,483,1,-0.361547311,
Q8N158,579,1,-0.404611984,
Q8N162,312,1,-0.284838361,
Q8N1A0,295,1,-0.277212325,
Q8N1L9,274,1,-0.267791928,
Q8N205,404,2,0.367038507,
Q8N2G8,530,2,0.310516124,
Q8N2S1,1624,4,0.512905466,
Q8N357,371,1,-0.311305192,
Q8N386,305,1,-0.281698229,
Q8N3Y3,721,2,0.224835368,
Q8N428,558,1,-0.395191586,
Q8N443,379,1,-0.314893915,
Q8N4C0,152,1,-0.213063906,
Q8N4L1,468,1,-0.354818455,
Q8N4N3,616,2,0.271937354,
Q8N4W6,341,1,-0.297847481,
Q8N565,214,1,-0.240876507,
Q8N587,486,1,-0.362893082,
Q8N5J2,469,2,0.337880135,
Q8N5S3,287,1,-0.273623603,
Q8N5Y8,322,2,0.403822916,
Q8N5Z0,425,1,-0.33552907,
Q8N635,442,1,-0.343155106,
Q8N680,514,2,0.317693569,
Q8N693,406,1,-0.327005854,
Q8N6F7,178,1,-0.224727255,
Q8N6Q3,437,1,-0.340912155,
Q8N6T7,355,1,-0.304127746,
Q8N7C7,305,1,-0.281698229,
Q8N7P3,220,1,-0.24356805,
Q8N7P7,452,1,-0.34764101,
Q8N7U7,411,1,-0.329248806,
Q8N831,410,2,0.364346965,
Q8N8A2,993,1,-0.590328387,
Q8N8B7,351,1,-0.302333385,
Q8N8N0,203,1,-0.235942014,
Q8N8S7,591,4,0.976299293,
Q8N8V4,417,3,0.766671941,
Q8N8Z6,715,2,0.22752691,
Q8N9F8,522,1,-0.379042334,
Q8N9M1,422,2,0.358963881,
Q8NA29,543,1,-0.388462731,
Q8NAA5,344,1,-0.299193252,
Q8NAF0,562,1,-0.396985948,
Q8NAQ8,132,2,0.489055082,
Q8NBM4,344,1,-0.299193252,
Q8NBR6,621,1,-0.423452778,
Q8NBS9,432,1,-0.338669203,
Q8NBW4,561,1,-0.396537358,
Q8NBZ0,244,1,-0.254334218,
Q8NC06,268,1,-0.265100386,
Q8NC60,698,2,0.235152946,
Q8NC67,525,1,-0.380388105,
Q8NCC3,412,1,-0.329697396,
Q8NCQ3,95,1,-0.187494256,
Q8ND56,463,1,-0.352575504,
Q8NDT2,890,1,-0.544123581,
Q8NDV1,305,1,-0.281698229,
Q8NDZ6,487,2,0.329805509,
Q8NEA4,188,1,-0.229213158,
Q8NEB5,264,1,-0.263306025,
Q8NEB7,543,2,0.304684449,
Q8NEP4,570,1,-0.400574671,
Q8NET6,341,1,-0.297847481,
Q8NEV9,243,2,0.439261553,
Q8NEX9,313,1,-0.285286952,
Q8NEZ2,397,1,-0.322968541,
Q8NFT8,737,1,-0.475489258,
Q8NFU0,473,1,-0.357061407,
Q8NFZ3,816,2,0.182219285,
Q8NG04,563,2,0.295712642,
Q8NG27,643,1,-0.433321766,
Q8NGC4,313,1,-0.285286952,
Q8NGD2,314,1,-0.285735542,
Q8NGE5,316,1,-0.286632723,
Q8NGF6,305,1,-0.281698229,
Q8NGG4,311,1,-0.284389771,
Q8NGH5,318,1,-0.287529903,
Q8NGH8,313,1,-0.285286952,
Q8NGI1,322,1,-0.289324265,
Q8NGM1,316,1,-0.286632723,
Q8NGM8,313,1,-0.285286952,
Q8NGP6,311,1,-0.284389771,
Q8NGQ6,314,1,-0.285735542,
Q8NGU2,314,1,-0.285735542,
Q8NGZ0,328,1,-0.292015807,
Q8NH18,312,1,-0.284838361,
Q8NH67,350,2,0.391262386,
Q8TAC2,188,1,-0.229213158,
Q8TAD4,765,1,-0.488049788,
Q8TAF5,88,1,-0.184354124,
Q8TAF8,219,1,-0.243119459,
Q8TAK6,271,1,-0.266446157,
Q8TB68,274,1,-0.267791928,
Q8TB92,370,1,-0.310856601,
Q8TBC3,707,1,-0.462031548,
Q8TBF5,258,1,-0.260614483,
Q8TBM8,379,1,-0.314893915,
Q8TBR5,109,1,-0.193774521,
Q8TC84,345,1,-0.299641843,
Q8TC90,406,1,-0.327005854,
Q8TCA0,184,1,-0.227418797,
Q8TCB6,317,1,-0.287081313,
Q8TCD5,201,1,-0.235044833,
Q8TCD6,241,1,-0.252988447,
Q8TCE9,139,1,-0.207232231,
Q8TCG2,481,1,-0.36065013,
Q8TCJ0,367,5,1.299927082,
Q8TCU3,470,1,-0.355715636,
Q8TCZ7,52,1,-0.168204871,
Q8TDH9,187,1,-0.228764568,
Q8TDQ0,301,1,-0.279903868,
Q8TE67,593,1,-0.410892249,
Q8TE96,717,3,0.632094837,
Q8TEW6,326,2,0.402028554,
Q8TEZ7,354,1,-0.303679156,
Q8TF47,636,1,-0.430181633,
Q8WTS6,366,1,-0.30906224,
Q8WTU2,575,1,-0.402817622,
Q8WTW4,380,2,0.377804676,
Q8WTX7,329,1,-0.292464397,
Q8WUA8,353,1,-0.303230566,
Q8WUS8,393,1,-0.321174179,
Q8WUY1,208,2,0.454962215,
Q8WV92,249,1,-0.25657717,
Q8WV99,257,1,-0.260165892,
Q8WVI0,70,1,-0.176279498,
Q8WW24,435,5,1.269422939,
Q8WWL2,714,6,1.326587789,
Q8WWU7,325,1,-0.290670036,
Q8WWW8,586,2,0.285395064,
Q8WWY6,194,2,0.46124248,
Q8WXD9,1431,3,0.31180133,
Q8WXF5,182,1,-0.226521616,
Q8WXG8,99,2,0.503858563,
Q8WXI8,215,1,-0.241325098,
Q8WYH8,240,2,0.440607324,
Q8WYK2,163,1,-0.2179984,
Q8WZ04,291,1,-0.275417964,
Q8WZ33,124,2,0.492643804,
Q8WZ71,300,1,-0.279455277,
Q8WZ82,227,1,-0.246708182,
Q92186,375,1,-0.313099553,
Q92482,292,1,-0.275866554,
Q92503,715,1,-0.465620271,
Q92546,391,1,-0.320276999,
Q92563,424,1,-0.33508048,
Q92572,193,1,-0.23145611,
Q92585,1016,1,-0.600645965,
Q92600,299,1,-0.279006687,
Q92617,1050,1,-0.615898037,
Q92685,438,1,-0.341360745,
Q92781,318,1,-0.287529903,
Q92791,437,3,0.757700134,
Q92804,592,1,-0.410443658,
Q92858,354,1,-0.303679156,
Q92901,407,1,-0.327454444,
Q92930,207,1,-0.237736375,
Q92947,438,1,-0.341360745,
Q92949,421,1,-0.333734709,
Q95604,372,1,-0.311753782,
Q95IE3,266,1,-0.264203205,
Q969G3,411,1,-0.329248806,
Q969G9,470,1,-0.355715636,
Q969L4,123,1,-0.200054786,
Q969M2,543,1,-0.388462731,
Q969Q4,196,1,-0.232801881,
Q969S3,477,1,-0.358855768,
Q969S6,136,1,-0.20588646,
Q969S8,669,1,-0.444985115,
Q969T7,300,2,0.413691903,
Q969W8,418,2,0.360758243,
Q96A22,123,1,-0.200054786,
Q96A54,375,1,-0.313099553,
Q96A61,297,1,-0.278109506,
Q96AD5,504,1,-0.370967708,
Q96AJ9,217,1,-0.242222278,
Q96AN5,459,1,-0.350781142,
Q96AX2,223,2,0.44823336,
Q96B02,151,1,-0.212615316,
Q96B18,629,1,-0.427041501,
Q96B21,275,1,-0.268240519,
Q96BK5,328,1,-0.292015807,
Q96BP2,118,1,-0.197811834,
Q96C01,138,1,-0.206783641,
Q96CA5,298,2,0.414589084,
Q96CG8,243,1,-0.253885627,
Q96CM8,615,1,-0.420761236,
Q96CW6,309,1,-0.28349259,
Q96D15,328,1,-0.292015807,
Q96D42,359,1,-0.305922108,
Q96D53,544,3,0.709700967,
Q96DT0,336,2,0.397542651,
Q96DU3,332,1,-0.293810168,
Q96DZ9,223,1,-0.244913821,
Q96E14,147,1,-0.210820954,
Q96E22,293,1,-0.276315145,
Q96E35,227,2,0.446438999,
Q96E39,390,1,-0.319828408,
Q96EH8,262,1,-0.262408844,
Q96EY9,351,1,-0.302333385,
Q96F63,343,2,0.394402518,
Q96F86,508,1,-0.372762069,
Q96FC7,376,1,-0.313548143,
Q96FQ6,103,1,-0.191082979,
Q96FZ7,201,4,1.151249528,
Q96GS4,357,1,-0.305024927,
Q96GZ6,507,1,-0.372313479,
Q96H20,258,2,0.432532698,
Q96HR8,494,1,-0.366481804,
Q96I15,445,1,-0.344500877,
Q96I85,54,1,-0.169102052,
Q96IG2,436,1,-0.340463564,
Q96IK5,515,2,0.317244979,
Q96IS3,184,1,-0.227418797,
Q96IU2,234,2,0.443298866,
Q96IW7,307,1,-0.28259541,
Q96IY1,281,2,0.42221512,
Q96IZ6,378,3,0.784166964,
Q96JC4,524,1,-0.379939515,
Q96JD6,320,1,-0.288427084,
Q96JT2,553,1,-0.392948635,
Q96K17,158,1,-0.215755448,
Q96K58,619,1,-0.422555598,
Q96KB5,322,2,0.403822916,
Q96KJ4,702,2,0.233358584,
Q96KN8,279,1,-0.27003488,
Q96KP6,325,4,1.095624325,
Q96LM6,180,1,-0.225624436,
Q96LW7,228,2,0.445990408,
Q96LW9,406,1,-0.327005854,
Q96M34,536,1,-0.385322599,
Q96MD2,445,2,0.348646303,
Q96MF6,247,1,-0.255679989,
Q96MG7,304,3,0.81736265,
Q96MM3,310,1,-0.283941181,
Q96MP8,289,1,-0.274520783,
Q96MY1,436,1,-0.340463564,
Q96N28,172,1,-0.222035713,
Q96NA2,401,4,1.061531459,
Q96NG5,402,2,0.367935688,
Q96NJ3,590,1,-0.409546478,
Q96NT0,180,2,0.467522745,
Q96NT3,240,1,-0.252539856,
Q96P48,1450,3,0.303278113,
Q96PD4,163,1,-0.2179984,
Q96PL2,329,1,-0.292464397,
Q96PM9,386,1,-0.318034047,
Q96PW8,444,1,-0.344052287,
Q96PZ2,611,2,0.274180306,
Q96QV1,700,1,-0.458891416,
Q96R05,134,2,0.488157901,
Q96R54,314,1,-0.285735542,
Q96R67,309,1,-0.28349259,
Q96RB7,305,1,-0.281698229,
Q96RD7,426,1,-0.335977661,
Q96RE9,604,2,0.277320438,
Q96RP7,486,1,-0.362893082,
Q96S66,551,1,-0.392051454,
Q96S86,360,1,-0.306370698,
Q96SI1,283,2,0.421317939,
Q96T54,332,1,-0.293810168,
Q99062,836,1,-0.519899703,
Q99453,314,1,-0.285735542,
Q99457,506,1,-0.371864888,
Q99496,336,1,-0.29560453,
Q99502,592,1,-0.410443658,
Q99527,375,1,-0.313099553,
Q99575,1024,1,-0.604234688,
Q99576,134,4,1.181305081,
Q99581,238,1,-0.251642676,
Q99593,518,1,-0.377247973,
Q99608,321,1,-0.288875674,
Q99622,126,1,-0.201400557,
Q99638,391,1,-0.320276999,
Q99685,303,1,-0.280801048,
Q99714,261,1,-0.261960254,
Q99731,98,1,-0.188840027,
Q99747,312,2,0.408308819,
Q99757,166,1,-0.219344171,
Q99767,749,2,0.212274838,
Q99788,373,1,-0.312202372,
Q99795,319,2,0.405168687,
Q99801,234,1,-0.249848314,
Q99944,293,1,-0.276315145,
Q9BPW5,248,1,-0.256128579,
Q9BQI0,150,1,-0.212166725,
Q9BQL6,677,1,-0.448573838,
Q9BQM9,153,1,-0.213512496,
Q9BQP9,254,1,-0.258820121,
Q9BQS6,159,1,-0.216204038,
Q9BQT9,956,1,-0.573730544,
Q9BQY4,288,1,-0.274072193,
Q9BQY9,259,2,0.432084108,
Q9BR09,285,1,-0.272726422,
Q9BRA0,125,1,-0.200951967,
Q9BRA2,123,1,-0.200054786,
Q9BRP8,204,1,-0.236390604,
Q9BRQ3,303,1,-0.280801048,
Q9BRR0,538,2,0.306927401,
Q9BRV8,207,3,0.860875914,
Q9BRX8,229,1,-0.247605363,
Q9BS34,389,1,-0.319379818,
Q9BS92,247,1,-0.255679989,
Q9BSU3,229,1,-0.247605363,
Q9BT40,448,1,-0.345846648,
Q9BT43,218,1,-0.242670869,
Q9BTD3,319,1,-0.287978494,
Q9BTT6,524,2,0.313207666,
Q9BTV4,400,1,-0.324314312,
Q9BTY7,390,1,-0.319828408,
Q9BU02,230,2,0.445093228,
Q9BU40,450,1,-0.346743829,
Q9BU89,302,1,-0.280352458,
Q9BUK0,85,1,-0.183008353,
Q9BUU2,404,1,-0.326108673,
Q9BUW7,83,1,-0.182111172,
Q9BV19,199,1,-0.234147652,
Q9BV29,185,1,-0.227867387,
Q9BV44,507,2,0.320833702,
Q9BV68,326,2,0.402028554,
Q9BVA6,458,2,0.342814629,
Q9BVC3,393,1,-0.321174179,
Q9BVJ7,150,2,0.480980455,
Q9BVK6,235,1,-0.250296905,
Q9BW92,718,3,0.631646247,
Q9BWH2,189,1,-0.229661749,
Q9BWJ2,59,1,-0.171345004,
Q9BWT6,205,3,0.861773094,
Q9BWW9,433,1,-0.339117793,
Q9BXA5,334,1,-0.294707349,
Q9BXD5,320,1,-0.288427084,
Q9BXS1,227,1,-0.246708182,
Q9BXY4,272,1,-0.266894748,
Q9BY64,529,1,-0.382182466,
Q9BY79,579,1,-0.404611984,
Q9BYG5,372,1,-0.311753782,
Q9BYJ0,223,1,-0.244913821,
Q9BYT1,436,2,0.352683616,
Q9BZC1,486,1,-0.362893082,
Q9BZE1,423,1,-0.33463189,
Q9BZE7,217,2,0.450924902,
Q9BZG1,259,1,-0.261063073,
Q9BZG8,443,1,-0.343603697,
Q9BZM5,246,2,0.437915782,
Q9BZW2,595,1,-0.411789429,
Q9BZX2,261,1,-0.261960254,
Q9C004,299,1,-0.279006687,
Q9C005,99,2,0.503858563,
Q9C0B0,810,1,-0.508236354,
Q9C0J1,378,1,-0.314445324,
Q9C0K3,210,1,-0.239082146,
Q9GIY3,266,1,-0.264203205,
Q9GZN4,317,1,-0.287081313,
Q9GZN7,287,3,0.824988686,
Q9GZP4,211,1,-0.239530736,
Q9GZS1,481,1,-0.36065013,
Q9GZX6,179,1,-0.225175845,
Q9H008,270,2,0.427149614,
Q9H074,479,1,-0.359752949,
Q9H095,443,2,0.349543484,
Q9H0E2,274,2,0.425355252,
Q9H0L4,616,2,0.271937354,
Q9H169,189,3,0.86895054,
Q9H1A4,1944,3,0.081674483,
Q9H1D0,765,1,-0.488049788,
Q9H204,178,2,0.468419926,
Q9H239,520,1,-0.378145153,
Q9H246,121,1,-0.199157605,
Q9H299,93,1,-0.186597076,
Q9H2C8,321,1,-0.288875674,
Q9H3H5,408,1,-0.327903035,
Q9H3K6,86,1,-0.183456943,
Q9H3R2,512,1,-0.374556431,
Q9H3U5,465,1,-0.353472684,
Q9H489,355,1,-0.304127746,
Q9H4B0,414,1,-0.330594577,
Q9H4B7,451,1,-0.347192419,
Q9H4B8,488,1,-0.363790262,
Q9H4E5,214,1,-0.240876507,
Q9H4H8,585,1,-0.407303526,
Q9H4M7,779,2,0.198817128,
Q9H5V7,419,1,-0.332837528,
Q9H607,264,1,-0.263306025,
Q9H6R6,413,2,0.363001194,
Q9H6X5,657,1,-0.439602031,
Q9H772,168,1,-0.220241352,
Q9H819,358,1,-0.305473517,
Q9H8G2,361,2,0.386327892,
Q9H8K7,445,1,-0.344500877,
Q9H8M1,238,1,-0.251642676,
Q9H8P0,318,1,-0.287529903,
Q9H8W2,130,1,-0.203194918,
Q9H9A7,625,3,0.673365149,
Q9H9B4,322,1,-0.289324265,
Q9H9P5,680,1,-0.449919609,
Q9H9S3,476,3,0.740205111,
Q9H9V9,463,1,-0.352575504,
Q9H9Y4,310,1,-0.283941181,
Q9HA64,309,1,-0.28349259,
Q9HAP6,207,1,-0.237736375,
Q9HB07,376,1,-0.313548143,
Q9HB75,910,2,0.140051792,
Q9HBH5,336,2,0.397542651,
Q9HBI5,128,1,-0.202297738,
Q9HBI6,524,2,0.313207666,
Q9HBT6,801,1,-0.504199041,
Q9HBY0,568,1,-0.39967749,
Q9HBZ2,717,1,-0.466517452,
Q9HC16,384,1,-0.317136866,
Q9HC58,644,1,-0.433770356,
Q9HC84,5762,2,-2.036508567,
Q9HCI5,957,1,-0.574179135,
Q9HCJ6,419,2,0.360309652,
Q9HCK0,441,1,-0.342706516,
Q9HCP6,504,1,-0.370967708,
Q9HD36,194,1,-0.231904701,
Q9HDD0,168,1,-0.220241352,
Q9NP55,256,1,-0.259717302,
Q9NP90,201,2,0.458102348,
Q9NP95,211,1,-0.239530736,
Q9NP99,234,1,-0.249848314,
Q9NPC7,610,1,-0.418518284,
Q9NPF0,282,1,-0.271380651,
Q9NPG2,151,1,-0.212615316,
Q9NPZ5,323,1,-0.289772855,
Q9NQ84,441,1,-0.342706516,
Q9NQR1,393,1,-0.321174179,
Q9NQX1,630,1,-0.427490091,
Q9NR19,701,2,0.233807175,
Q9NR71,780,1,-0.494778643,
Q9NR83,387,1,-0.318482637,
Q9NRA0,654,1,-0.43825626,
Q9NRG7,319,1,-0.287978494,
Q9NRJ5,636,1,-0.430181633,
Q9NS28,235,1,-0.250296905,
Q9NS56,1045,1,-0.613655085,
Q9NS93,570,1,-0.400574671,
Q9NSB4,513,1,-0.375005021,
Q9NSD4,429,2,0.355823749,
Q9NSD5,602,1,-0.414929562,
Q9NSQ0,103,2,0.502064202,
Q9NTQ9,266,1,-0.264203205,
Q9NUD5,404,1,-0.326108673,
Q9NUP9,197,1,-0.233250472,
Q9NUS5,200,1,-0.234596243,
Q9NVC3,462,1,-0.352126913,
Q9NVH6,421,1,-0.333734709,
Q9NVJ2,186,1,-0.228315978,
Q9NVK5,253,6,1.533387938,
Q9NVM9,706,1,-0.461582958,
Q9NVP2,202,1,-0.235493423,
Q9NVS9,261,1,-0.261960254,
Q9NW75,528,1,-0.381733876,
Q9NWQ9,140,2,0.485466359,
Q9NWU2,228,1,-0.247156772,
Q9NWZ3,460,1,-0.351229733,
Q9NX24,153,1,-0.213512496,
Q9NX61,479,2,0.333394231,
Q9NX70,200,1,-0.234596243,
Q9NXR7,383,1,-0.316688276,
Q9NXU5,204,1,-0.236390604,
Q9NXX6,385,1,-0.317585457,
Q9NY35,253,1,-0.258371531,
Q9NYK6,297,2,0.415037674,
Q9NYP8,219,1,-0.243119459,
Q9NYS7,404,1,-0.326108673,
Q9NYY3,685,1,-0.45216256,
Q9NZ38,188,1,-0.229213158,
Q9NZB8,636,2,0.262965547,
Q9NZC3,331,1,-0.293361578,
Q9NZF1,115,1,-0.196466063,
Q9NZH4,202,1,-0.235493423,
Q9NZI7,540,1,-0.38711696,
Q9NZL9,334,1,-0.294707349,
Q9NZP8,487,1,-0.363341672,
Q9NZQ3,722,1,-0.468760403,
Q9NZQ7,290,3,0.823642915,
Q9NZQ9,345,1,-0.299641843,
Q9NZU5,365,1,-0.30861365,
Q9NZV5,590,1,-0.409546478,
Q9NZZ3,219,2,0.450027721,
Q9P127,313,5,1.324150961,
Q9P2B2,879,2,0.153958093,
Q9P2E8,410,1,-0.328800215,
Q9P2G9,620,1,-0.423004188,
Q9P2J8,865,1,-0.532908823,
Q9P2N7,655,1,-0.43870485,
Q9TQE0,266,1,-0.264203205,
Q9UBB9,837,1,-0.520348293,
Q9UBE0,346,2,0.393056747,
Q9UBI4,398,3,0.775195158,
Q9UBL0,812,3,0.589478754,
Q9UBP8,84,1,-0.182559762,
Q9UBV8,284,3,0.826334457,
Q9UBW8,275,1,-0.268240519,
Q9UBX1,484,1,-0.361995901,
Q9UBX3,287,1,-0.273623603,
Q9UDX3,406,1,-0.327005854,
Q9UDX4,400,1,-0.324314312,
Q9UER7,740,1,-0.476835029,
Q9UET6,329,1,-0.292464397,
Q9UEW8,545,2,0.303787269,
Q9UFN0,247,1,-0.255679989,
Q9UFW8,167,1,-0.219792761,
Q9UGF5,321,1,-0.288875674,
Q9UGH3,650,1,-0.436461898,
Q9UGM3,2413,1,-1.227326678,
Q9UHA2,77,1,-0.17941963,
Q9UHA7,158,1,-0.215755448,
Q9UHC9,1359,1,-0.754512454,
Q9UHI7,598,1,-0.4131352,
Q9UHL3,310,1,-0.283941181,
Q9UHL4,492,4,1.020709737,
Q9UHQ7,104,1,-0.191531569,
Q9UHV9,154,1,-0.213961087,
Q9UHY1,535,2,0.308273172,
Q9UI95,211,1,-0.239530736,
Q9UIA0,394,2,0.371524411,
Q9UII2,106,1,-0.19242875,
Q9UIJ7,227,1,-0.246708182,
Q9UJ55,1249,2,-0.012020335,
Q9UJC5,107,1,-0.19287734,
Q9UJH8,293,1,-0.276315145,
Q9UJK0,312,1,-0.284838361,
Q9UJW9,196,1,-0.232801881,
Q9UK08,70,1,-0.176279498,
Q9UK39,431,1,-0.338220613,
Q9UKC9,423,1,-0.33463189,
Q9UKL4,321,1,-0.288875674,
Q9UKR3,277,1,-0.269137699,
Q9ULC3,237,1,-0.251194085,
Q9ULD8,1083,3,0.46791077,
Q9ULN7,279,1,-0.27003488,
Q9ULY5,219,1,-0.243119459,
Q9ULZ9,603,1,-0.415378152,
Q9UMX2,235,1,-0.250296905,
Q9UMX6,200,1,-0.234596243,
Q9UN86,482,2,0.33204846,
Q9UNL4,249,1,-0.25657717,
Q9UNN5,650,8,1.642979643,
Q9UNP9,301,1,-0.279903868,
Q9UNU6,501,3,0.728990352,
Q9UNW1,487,2,0.329805509,
Q9UPN7,881,5,1.069351644,
Q9UPQ8,538,1,-0.38621978,
Q9UPX8,1470,2,-0.111158802,
Q9UPZ3,1129,2,0.041810506,
Q9UQ49,428,1,-0.336874841,
Q9UQ72,335,1,-0.295155939,
Q9UQ74,426,1,-0.335977661,
Q9UQP3,1299,1,-0.727597033,
Q9UQV4,416,1,-0.331491757,
Q9Y215,455,1,-0.348986781,
Q9Y236,505,1,-0.371416298,
Q9Y278,367,1,-0.30951083,
Q9Y2B5,631,1,-0.427938682,
Q9Y2C2,406,1,-0.327005854,
Q9Y2D4,811,4,0.877609417,
Q9Y2K1,713,2,0.22842409,
Q9Y2R0,106,1,-0.19242875,
Q9Y2S6,64,1,-0.173587956,
Q9Y2S7,368,1,-0.309959421,
Q9Y2U9,406,1,-0.327005854,
Q9Y2V3,346,1,-0.300090433,
Q9Y2Y6,226,1,-0.246259592,
Q9Y312,384,1,-0.317136866,
Q9Y320,296,1,-0.277660916,
Q9Y330,459,1,-0.350781142,
Q9Y343,169,1,-0.220689942,
