Entry	Cross-reference (eggNOG)
P12270	KOG4674;ENOG410XSA1;
Q9ULW0	ENOG410IIEY;ENOG4110SQ6;
O14798	ENOG410JFKD;ENOG410Y7QF;
Q9UI30	KOG1088;ENOG4111NTJ;
Q96RJ3	ENOG410JCDG;ENOG41114DK;
Q9Y2W1	ENOG410IE11;ENOG410ZR5P;
Q6F5E7	ENOG410KC93;ENOG4110P7H;
A6NDI0	KOG2177;ENOG4111G04;
A6NI03	KOG2177;ENOG4111G04;
Q9H4I3	KOG2860;COG1916;
O14545	ENOG410IGBJ;ENOG4111IF3;
Q8NFZ5	ENOG410IEB1;ENOG410XRZP;
Q9H2S6	ENOG410IHWK;ENOG410YB96;
P50616	KOG4006;ENOG410ZZC0;
Q96GM8	ENOG410IR2Y;ENOG410XNUS;
Q15388	KOG4056;ENOG4111NAH;
Q9NS69	KOG4111;ENOG41122K3;
Q96B49	ENOG410JENH;ENOG41114XV;
O94826	KOG0547;ENOG410YVNZ;
Q9P0U1	KOG4449;ENOG41123F4;
Q92547	KOG1929;ENOG410XPFH;
O94842	KOG0381;COG5648;
Q6P589	ENOG410IGTQ;ENOG4111INB;
Q5T215	KOG3330;ENOG410Z1VV;
Q8IWU9	KOG3820;COG3186;
Q9H3S4	KOG3153;COG1564;
P06753	KOG1003;ENOG410XR5K;
Q5T6R2	KOG2283;COG2453;
O00300	ENOG410IFEM;ENOG4111PUQ;
Q8N609	KOG1608;ENOG410XSB3;
Q9BUZ4	KOG0297;ENOG410Z7YX;
Q6Q0C0	KOG0274;KOG0297;ENOG410XNP5;
Q12931	KOG0019;COG0326;
P01850	
O43280	KOG0602;COG1626;
Q96PN7	KOG4167;ENOG4110BKZ;
P03986	
Q9UKU6	KOG1046;COG0308;
Q07283	ENOG410KDDK;ENOG4111C3S;
P20396	ENOG410IXZK;ENOG4111JXZ;
Q14258	ENOG410ITFP;ENOG410XQS1;
P0CI25	KOG2177;ENOG4111G04;
Q5EBN2	KOG2177;ENOG4111G04;
Q86UV7	KOG2177;ENOG4111G04;
Q9C037	KOG2177;ENOG4111G04;
Q8N7C3	KOG2177;ENOG41112S7;
Q86YW5	ENOG410IKSQ;ENOG411182M;
Q12815	ENOG410IVG9;ENOG41118NJ;
Q12816	KOG4562;ENOG4111S70;
Q99595	KOG1652;COG5596;
Q7Z402	ENOG410IIGT;ENOG410Y7QP;
Q8IU68	ENOG410IIXB;ENOG410Y7QP;
Q9ULS5	KOG3850;ENOG410Y9KV;
Q6UWJ1	KOG1650;COG0475;
Q86X19	KOG4694;ENOG4111T47;
Q96HH6	KOG4491;ENOG410XQMT;
Q69YG0	ENOG410IWPB;ENOG410XXKU;
Q0P6H9	ENOG410IE8X;ENOG410XNV4;
Q6P5X7	
Q96NL1	ENOG410IKFA;ENOG4111KEB;
Q96HE8	ENOG410J0JJ;ENOG4112C55;
Q6ZNR0	ENOG410IWEQ;ENOG410XVDW;
Q9NQ34	KOG4007;ENOG4111KV2;
Q9NZR1	KOG3735;ENOG410YAHM;
P57727	KOG3627;COG5640;
Q7RTY8	KOG3627;COG5640;
Q7Z410	KOG3627;COG5640;
O75888	ENOG410II60;ENOG410Y4KC;
P63316	KOG0027;COG5126;
P13805	KOG3634;ENOG410XS6A;
P45379	KOG3634;ENOG410XS6A;
P08138	ENOG410IQFC;ENOG4111F3C;
Q9HAV5	
Q8NDV7	ENOG410IF5S;ENOG41110AX;
Q7Z2V1	
O60784	KOG1087;ENOG410Y26G;
O14656	KOG2170;ENOG410XR06;
Q5GJ75	ENOG410IE5H;ENOG4111HNU;
P48553	KOG1931;ENOG410XNVF;
P17752	KOG3820;COG3186;
Q9HCN2	ENOG410KC77;ENOG4110P9G;
P60174	KOG1643;COG0149;
P51580	ENOG410IGTR;ENOG4111GNF;
P40238	ENOG410IFK2;ENOG410YM4I;
P29144	KOG1114;COG1404;
Q56UQ5	
O14836	ENOG410IHJ8;ENOG410Z545;
P0CI26	KOG2177;ENOG4111G04;
Q15628	ENOG410IF81;ENOG4111IRA;
Q13114	ENOG410ISDV;ENOG410YQ97;
Q6PIZ9	ENOG410IW4V;ENOG410ZB8K;
P36406	KOG0070;KOG4185;ENOG410ZGPK;
Q9BZY9	KOG2177;ENOG4111G04;
Q9UPN9	ENOG410ITFN;ENOG410Z421;
Q9HCM9	ENOG410ITFV;ENOG410YDPJ;
Q8IWZ5	ENOG410ITF3;ENOG410YJTN;
Q9H8W5	ENOG410ITG2;ENOG410Z9MF;
Q96LD4	ENOG410IJ9G;ENOG41116W7;
Q9BSJ1	KOG2177;ENOG4111G04;
Q9BYV6	ENOG410ITG3;ENOG410YBZG;
Q8NG06	KOG2177;ENOG410Z2ZE;
Q86UV6	KOG2177;ENOG4111G04;
Q96RU7	KOG0583;COG0515;
Q9BZR9	ENOG410ITEZ;ENOG410ZTPN;
Q9NXH9	KOG1253;COG1867;
Q96FX7	KOG2915;COG2519;
Q9BWF2	KOG0827;ENOG410YY6J;
A0A5B9	
Q8IYL2	KOG3790;ENOG410YQ45;
Q9UET6	KOG1099;COG0293;
O75762	KOG0510;COG0666;
P48995	KOG3609;ENOG410XQ0Y;
Q9UBN4	KOG3609;ENOG410XQ0Y;
Q7Z4N2	KOG3614;ENOG410XR5B;
Q9NZQ8	KOG3614;ENOG410XR5B;
Q9BX84	ENOG410INBW;ENOG410ZSH9;
Q9Y4A5	KOG0889;COG5032;
O95900	KOG2559;ENOG4110V1W;
P35030	KOG3627;COG5640;
Q7RTX1	KOG1056;ENOG410XR6W;
Q7RTX0	KOG1056;ENOG410XR6W;
P49815	KOG3687;ENOG410XPFJ;
Q86V40	
Q9Y5L4	KOG1733;ENOG41124YI;
Q9Y584	KOG3225;COG5596;
Q99727	KOG4745;ENOG41103NU;
Q9GZM7	KOG1544;ENOG410YN9K;
Q9BSI4	ENOG410IHMP;ENOG410Z499;
Q9BVW5	KOG3004;ENOG4111VXN;
Q8TB96	KOG4550;ENOG410XPFB;
Q04724	KOG0639;ENOG410XPX3;
Q04727	KOG0639;ENOG410XPX3;
Q86UE8	KOG1151;ENOG410Y3FX;
Q9BXR5	KOG4641;COG4886;
O43763	KOG0488;ENOG411188D;
B3SHH9	ENOG410IF9Y;ENOG4111IMB;
Q12893	KOG2890;ENOG410XQM0;
Q8N3G9	ENOG410IV87;ENOG4111HC8;
Q9H2Q1	ENOG410KCCK;ENOG4110P3S;
Q9H6X4	KOG4753;ENOG4111TWA;
Q8IV31	ENOG410IW7A;ENOG41116AZ;
Q9BVK8	KOG3236;ENOG41101UF;
Q96B96	ENOG410IZ20;ENOG41126AQ;
Q9HC07	KOG2881;COG2119;
Q96B77	ENOG410IZSW;ENOG4111SG0;
Q6UWW9	ENOG410IYYW;ENOG41118MT;
A6NLX4	ENOG410JCD8;ENOG4111BBA;
Q9P0N5	KOG4502;ENOG4111ZCW;
Q96A57	KOG4753;ENOG4111TWA;
Q5W0B7	ENOG410IGEQ;ENOG410YD0S;
Q8WW34	ENOG410J4S4;ENOG41117DD;
Q9BZW5	ENOG410IJ78;ENOG41113JR;
Q8N2M4	KOG4804;ENOG410ZQJ5;
Q8NBN3	KOG2568;ENOG410XS1Q;
O15321	KOG1277;KOG1656;ENOG410XSVB;
Q9HD45	KOG1277;ENOG410XSVB;
O75069	KOG3850;ENOG410Y9KV;
Q9UHN6	ENOG410IFCM;ENOG410XQ01;
O14668	ENOG410IJ1X;ENOG4111T6S;
Q8NEW7	ENOG410IYQZ;ENOG4111RFP;
Q96BF3	ENOG410J9M6;ENOG41118HW;
Q96B42	ENOG410IZTN;ENOG41125VK;
Q9BTV4	ENOG410IEFK;ENOG410Z3TK;
Q9BQJ4	KOG4671;ENOG4111P5K;
P48023	ENOG410IHZF;ENOG4112D9R;
Q15025	ENOG410IEGE;ENOG411180D;
Q96KB5	KOG0192;COG0515;
Q12974	KOG2836;ENOG4111I7J;
O75365	KOG2836;ENOG4111I7J;
Q8WVP5	ENOG410IEG9;ENOG4111KN4;
P40225	ENOG410IVHV;ENOG41116B9;
O43617	KOG3330;ENOG410Z1VV;
Q6ZUI0	ENOG410IEMY;ENOG4110AQ3;
Q5T2D2	ENOG410IGCV;ENOG411199V;
Q9BU70	KOG2942;COG1720;
P35590	KOG0200;COG0515;
Q02763	KOG0200;COG0515;
Q9NQ88	ENOG410IUDB;COG0406;
Q9Y3D7	KOG3442;ENOG411286G;
Q9BRJ7	ENOG410IYGP;ENOG4111QA1;
P47974	KOG1677;COG5063;
Q5JTD0	ENOG410IJKM;ENOG410Z76C;
Q04726	KOG0639;ENOG410XPX3;
Q9Y490	KOG4261;ENOG410XQ0V;
Q15399	KOG4641;COG4886;
O00206	KOG4641;COG4886;
Q9NR96	KOG1747;KOG4641;COG4886;
P31314	KOG0488;ENOG411188D;
O96002	ENOG410KCJN;ENOG4110NW9;
Q9NX78	ENOG410IHX8;ENOG410XQTX;
Q2M3C6	ENOG410IH5C;ENOG410YZGY;
Q9BX74	ENOG410IU6X;ENOG4111NTX;
Q9GZU3	KOG3828;ENOG410XQMI;
P56557	KOG3393;ENOG410YCSG;
A6NKF7	ENOG410J4NX;ENOG41113DH;
Q92544	KOG1278;ENOG410XPIW;
Q9H2L4	KOG3879;ENOG410XURH;
A0PK05	ENOG410IGB3;ENOG410XXDG;
Q6P7N7	ENOG410IIU4;ENOG4111W0Q;
Q96N35	
Q9HCN3	ENOG410IHJ3;ENOG4111FA8;
Q6UXU6	ENOG410J3FY;ENOG41117DU;
Q9NYL9	KOG3735;ENOG410YAHM;
Q6ZXV5	KOG1124;COG0457;
Q9H3N1	KOG0913;ENOG4111H66;
O15417	ENOG410IUIV;ENOG410YZ4H;
P50591	ENOG410IIX7;ENOG410YS4F;
O43508	ENOG410II60;ENOG410Y4KC;
O14788	ENOG410IEIS;ENOG410YGCE;
P01375	ENOG410ISAN;ENOG410YQC4;
P01374	ENOG410IWT9;ENOG410YQC4;
Q96HA7	KOG0504;KOG4308;COG0666;
Q969P6	KOG0981;COG3569;
Q969Z4	ENOG410IKJV;ENOG410YDMP;
O00463	ENOG410KDGU;ENOG410ZHGV;
Q9Y4K3	ENOG410ISDW;ENOG410XTXK;
Q9NSU2	KOG4793;ENOG4111YSP;
P34981	KOG3656;ENOG410XRW9;
Q14134	ENOG410IK88;ENOG410YEFV;
Q9NQ86	ENOG410ITFI;ENOG410Z6W7;
O94972	ENOG410ITG1;ENOG410YSD5;
Q96DX7	ENOG410IPQC;ENOG4111H1M;
Q96A61	KOG2177;ENOG4111G04;
Q9BYV2	
Q8IWR1	ENOG410ITG5;ENOG410YH9X;
Q495X7	KOG2177;ENOG4111G04;
Q9BVG3	ENOG410ITEQ;ENOG410XNZK;
Q6PJ69	ENOG410ITG7;ENOG410XWDC;
O43715	KOG3481;ENOG4111YV1;
Q96RU8	KOG0583;COG0515;
Q9UPV9	KOG4360;ENOG410XSWD;
P07204	ENOG410IF0T;ENOG410Y5JS;
B7Z8K6	
O14717	KOG0919;COG0270;
Q13061	ENOG410IK92;ENOG410YQIE;
Q9Y577	KOG2177;ENOG4111G04;
O15344	ENOG410ITFU;ENOG410Z43Q;
Q8IYM9	ENOG410ITG7;ENOG410XWDC;
Q12899	KOG2177;ENOG410Z766;
P14373	ENOG410ITF0;ENOG410Z5PW;
Q9BYJ4	KOG2177;ENOG4111G04;
A6NGJ6	KOG2177;ENOG4111G04;
Q6ZTA4	KOG4367;ENOG410XQMV;
I1YAP6	
Q92519	KOG0583;COG0515;
Q7L0X0	
Q9UJV3	ENOG410ITF1;ENOG410YTG8;
O75382	ENOG410ITF9;ENOG410ZAM4;
Q8N9V2	KOG2177;ENOG4111G04;
Q15650	KOG2845;ENOG410XTTP;
Q15643	ENOG410IF24;ENOG410XT0E;
Q96GJ1	KOG2187;COG2265;
O15050	ENOG410IJ97;ENOG410XUX5;
Q6NT89	ENOG410IYYM;ENOG410Z8IN;
Q96Q11	KOG2159;COG0617;
Q9Y606	KOG2553;COG0101;
P19429	KOG3977;ENOG410Y9IX;
Q9Y5L0	KOG2081;ENOG410XRKT;
Q9Y6Q6	ENOG410IHUN;ENOG41125ED;
Q9NS68	ENOG410IFRK;ENOG410ZU96;
Q93038	
Q9H0E2	ENOG410IE45;ENOG410XQPY;
P11388	KOG0355;COG0187;COG0188;
Q02880	KOG0355;COG0187;COG0188;
O43399	
Q6ZTW0	ENOG410IKJ3;ENOG4111GS0;
Q8IUR0	KOG3315;COG5128;
Q4KMQ1	ENOG410IHYC;ENOG410ZR6R;
O15533	ENOG410II43;ENOG4111QPK;
Q9UBN6	ENOG410IZX0;ENOG4111ZZM;
A6NMA1	
Q9BVS5	KOG2915;COG2519;
Q13077	ENOG410ISDN;ENOG410YE68;
Q12933	ENOG410ISDM;ENOG4111M70;
Q9NRE2	ENOG410IJ7P;ENOG4110HP7;
Q8WUA8	KOG0619;COG4886;
O95858	KOG3882;ENOG4111IRY;
Q96SJ8	KOG3882;ENOG4111IRY;
Q12999	KOG3882;ENOG4111IRY;
Q86UF1	KOG3882;ENOG4111IRY;
P41732	KOG3882;ENOG4111IRY;
O15405	KOG0381;COG5648;
Q8TEL6	ENOG410IH9D;ENOG410ZAXR;
Q12888	KOG3548;ENOG411075K;
Q7Z392	KOG4386;ENOG410XSTE;
O75865	
P07951	KOG1003;ENOG410XR5K;
O14773	ENOG410IICY;COG4934;
Q96Q05	KOG1953;ENOG410YEPC;
P56180	KOG2283;COG2453;
A6NCK2	KOG2177;ENOG4111G04;
Q13595	ENOG410IQWZ;ENOG4111HSX;
P62995	ENOG410IQXD;ENOG4110CTH;
Q15633	KOG3732;ENOG410XSCK;
Q9NZC2	ENOG410IXBY;ENOG410YZ1S;
Q9BQ50	KOG4793;ENOG4111YSP;
O60858	ENOG410ITG5;ENOG410YH9X;
O95361	ENOG410II63;ENOG4110QZ1;
Q9UPQ4	ENOG410ITFW;ENOG410YB4K;
Q8WV44	KOG2177;ENOG4111G04;
Q7Z4K8	ENOG410ITF7;ENOG411139C;
Q86XT4	ENOG410ITFB;ENOG410XWXM;
Q9BRZ2	ENOG410ITEJ;ENOG410YNG0;
Q969Q1	ENOG410ITEN;ENOG4110918;
Q6AZZ1	KOG2177;ENOG4111G04;
Q6ZMU5	KOG2177;ENOG4111G04;
Q9C029	KOG2177;ENOG4111G04;
Q9C026	KOG4367;ENOG410XQMV;
O75962	KOG0032;KOG4240;ENOG410XPCA;
Q15654	KOG1701;ENOG410Y3GP;
Q32P41	KOG2078;COG2520;
Q9C0B7	KOG4653;ENOG410XS2I;
P02585	KOG0027;COG5126;
P43489	ENOG410J0US;ENOG4111DUJ;
P28908	ENOG410IZAX;ENOG410YM0N;
Q6UXN7	KOG4056;ENOG4111NAH;
Q5JTV8	ENOG410IJUB;ENOG4111IZJ;
O96008	KOG3296;ENOG410XS2U;
Q93096	KOG2836;ENOG4111I7J;
P0DI81	KOG3487;COG5603;
Q9HC21	KOG0752;ENOG410ZRF1;
P55327	KOG4010;ENOG4111M9H;
Q16890	KOG4010;ENOG4111M9H;
C9J1S8	
A6NLI5	KOG2177;ENOG4111G04;
O60296	KOG4360;ENOG410XSWD;
Q15629	KOG1608;ENOG410XSB3;
Q15035	KOG1608;ENOG410XSB3;
P02787	ENOG410IEAI;ENOG410XQ36;
P08582	ENOG410IEAI;ENOG410XQ36;
P0CF51	
P03979	
Q9UDY6	KOG2177;ENOG4111G04;
Q96F44	KOG2177;ENOG4111G04;
Q9C019	KOG2177;ENOG4111G04;
Q13049	ENOG410ITFD;ENOG410XRCH;
O00635	ENOG410ITEY;ENOG410Y1I6;
O15016	KOG2177;ENOG41106NJ;
A6NK02	
Q9C035	ENOG410ITG7;ENOG410XWDC;
Q9C030	ENOG410ITG7;ENOG410XWDC;
Q629K1	ENOG410J2GZ;ENOG41121WQ;
Q7Z4G4	KOG2671;COG1041;
Q8IZ69	KOG2187;COG2265;
Q9UBP6	KOG3115;COG0220;
Q9BZW7	ENOG410IFB3;ENOG410ZW66;
P98066	KOG1218;KOG3714;ENOG410ZI1H;
Q6ZSZ6	ENOG410IJEQ;ENOG410XQQR;
Q9UJK0	KOG3154;COG2042;
Q9BXA7	KOG0583;COG0515;
Q9H2G4	KOG1508;ENOG410XQRX;
Q86WT1	KOG4340;ENOG410XNQ1;
Q5VTQ0	KOG3783;ENOG410XS7D;
Q9H892	KOG0548;ENOG410XTCJ;
A8MYJ7	ENOG410IE0N;ENOG410ZKC0;
A6NLP5	KOG4555;ENOG4111VN1;
Q5R3I4	KOG2610;ENOG410XR50;
Q92623	ENOG410IWRH;ENOG4111HXI;
Q8N5M4	ENOG410IW5S;ENOG4111NP3;
Q14679	KOG2156;ENOG410XTI2;
Q6EMB2	KOG2156;KOG2157;ENOG410XQDM;
Q8N841	KOG2158;ENOG410XNWC;
Q9BTX7	KOG1471;ENOG410XRSQ;
Q9H313	KOG4433;ENOG410ZNTN;
Q9BSA4	KOG4433;ENOG410ZNTN;
Q15672	KOG4447;ENOG4111QFU;
A0A0J9YWL9	
Q6UWH6	KOG4136;ENOG4111MZE;
Q9NUW8	KOG2031;ENOG410XQPZ;
Q8TAI1	ENOG410KC8G;ENOG4110P84;
O43914	ENOG410J1XS;ENOG410Z4TN;
Q53H54	KOG1227;COG2520;
Q13432	KOG4037;ENOG410YJ3E;
Q6R6M4	KOG1865;ENOG410XQ92;
Q9Y2X8	KOG0417;COG5078;
P60604	KOG0426;ENOG410Y0NU;
Q712K3	KOG0425;COG5078;
Q9GZZ9	KOG2336;COG0476;
A0AVT1	KOG2012;COG0476;
P61081	KOG0420;ENOG410XS81;
P62256	KOG0416;ENOG410XRC5;
P61086	KOG0418;COG5078;
Q5VVX9	KOG0419;COG5078;
O94966	KOG1870;COG5560;
Q9UK80	KOG1868;ENOG410XP8T;
Q14157	ENOG410IGWX;ENOG4110RI8;
Q86T82	KOG1868;ENOG410XP8T;
Q9NVE5	KOG1863;COG5077;
Q9NRR5	KOG0010;COG5272;
Q8N806	KOG2752;ENOG410XSV6;
Q9HAC8	KOG0013;ENOG410XRPV;
Q14CS0	KOG2086;ENOG410YGXU;
Q16881	KOG1752;KOG4716;COG1249;
P07478	
Q8NHM4	
Q9NX07	KOG0118;COG0724;
P59090	ENOG410KCJ3;ENOG4110NWX;
O60636	KOG3882;ENOG4111IRY;
O60637	KOG3882;ENOG4111IRY;
P62079	KOG3882;ENOG4111IRY;
O43657	KOG3882;ENOG4111IRY;
B1AH88	
P30536	KOG3797;COG3476;
P0CV98	KOG1508;ENOG410XQRX;
P0CW00	KOG1508;ENOG410XQRX;
Q53HC9	KOG1007;ENOG410XRIE;
Q9Y5U2	ENOG410IIC0;ENOG41120VA;
Q96PN8	KOG0583;COG0515;
Q9H489	
Q9UJ04	KOG1508;ENOG410XQRX;
Q6PF05	ENOG410IJRU;ENOG410XVCY;
Q8N4P2	KOG4340;ENOG410XNQ1;
Q5TCY1	KOG1164;ENOG410XPGP;
Q96N46	ENOG410IGWP;ENOG410XQJ7;
Q6ZVT0	KOG2157;ENOG410XQDM;
Q14166	KOG2155;ENOG410XQ0A;
A6PVC2	KOG2157;ENOG410XQDM;
Q5BVD1	ENOG410IKBY;ENOG410ZDDB;
P40222	KOG1850;ENOG410XQH1;
P83876	KOG3414;ENOG4111FE6;
O14530	KOG1672;COG0526;
Q9H3M7	KOG3780;ENOG41102NY;
P53007	KOG0756;ENOG410YAYP;
P07101	KOG3820;COG3186;
P62328	KOG4794;ENOG410Y3I4;
P19971	ENOG410IIV8;COG0213;
P14679	ENOG410IEZU;ENOG410Y42I;
P40126	
Q9UJA5	KOG1416;ENOG410XSXD;
Q9UL62	KOG3609;ENOG410XQ0Y;
Q9HCX4	KOG3609;ENOG410XQ0Y;
Q8NET8	KOG3676;ENOG4110DG4;
Q9NQA5	KOG3676;ENOG4110DG4;
Q9BZJ3	KOG3627;COG5640;
Q92574	ENOG410IG36;ENOG411020J;
Q9UJT2	ENOG410IEF7;ENOG410YKYG;
P0CV99	KOG1508;ENOG410XQRX;
Q96PF2	KOG0583;COG0515;
Q9BXA6	KOG0583;COG0515;
Q5T7W7	ENOG410II1G;COG1054;
Q8NEE8	KOG1124;COG0457;
Q6DKK2	KOG1840;COG0457;
P33981	KOG0596;ENOG410XRRQ;
O95922	KOG2157;ENOG410XQDM;
Q3SXZ7	KOG2157;ENOG410XQDM;
Q5VYS8	KOG2277;COG5260;
Q9BXU2	ENOG410KDS8;ENOG411166T;
Q6PKC3	KOG0190;COG0526;
O95881	ENOG410IWGE;ENOG4111X7E;
O14604	KOG4794;ENOG410Y3I4;
Q13507	KOG3609;ENOG410XQ0Y;
Q86TN4	KOG2278;COG1859;
Q8NER1	KOG3676;ENOG4110DG4;
Q9HBA0	KOG3676;ENOG4110DG4;
Q86VQ6	KOG1752;KOG4716;COG1249;
P07477	KOG3627;COG5640;
P20231	KOG3627;COG5640;
Q99816	KOG2391;ENOG410XT2Q;
Q9BY10	ENOG410ISYW;ENOG410YS8M;
Q8NG11	KOG3882;ENOG4111IRY;
Q96FV3	KOG3882;ENOG4111IRY;
P0C672	KOG3882;ENOG4111IRY;
Q96QS1	ENOG410IY3A;ENOG410YXBH;
Q96NA8	KOG0811;COG5325;
Q15631	KOG3067;ENOG410XR87;
P35443	ENOG410IFQQ;ENOG410XQKE;
Q5TGU0	KOG3797;COG3476;
Q9Y4R7	KOG2157;ENOG410XQDM;
Q2T9J0	KOG1320;COG0265;
Q6NUM6	
Q8IWF7	
Q9BZF9	ENOG410IJC6;COG0666;
O15205	KOG0001;COG5272;
A6NDN8	KOG0001;COG5272;
P11441	KOG0001;COG5272;
Q9UMW8	KOG1863;COG5077;
Q9HCF6	KOG3614;ENOG410XR5B;
Q8TD43	KOG3614;ENOG410XR5B;
Q9UHF7	KOG1601;COG5641;
Q9Y5S1	KOG3676;ENOG4110DG4;
Q9H1D0	KOG3676;ENOG4110DG4;
Q8WU66	ENOG410IS7E;ENOG410Y3VC;
Q63HK5	ENOG410IFDT;ENOG410XQQR;
Q969D9	ENOG410J13Z;ENOG4111BHG;
O95859	KOG3882;ENOG4111IRY;
O60635	KOG3882;ENOG4111IRY;
P35442	ENOG410IFQQ;ENOG410XQKE;
P49746	ENOG410IFQQ;ENOG410XQKE;
A6NKD2	KOG1508;ENOG410XQRX;
Q9NQE7	KOG2182;ENOG410XSGG;
H0UI37	
Q8N831	KOG1508;ENOG410XQRX;
Q6PGP7	KOG1127;ENOG410ZG1H;
Q6P2S7	
Q8N6N2	ENOG410IF40;ENOG4111GJ5;
P02766	KOG3006;COG2351;
A6NNM8	KOG2158;ENOG410XNWC;
Q9BWV7	KOG2157;ENOG410XQDM;
Q6ZT98	KOG2158;ENOG410XNWC;
Q9BZ97	
O15391	KOG1721;COG5048;
A6NCW0	KOG1865;ENOG410XQ92;
P0C7I0	KOG1865;ENOG410XQ92;
D6RBQ6	KOG1865;ENOG410XQ92;
D6R901	KOG1865;ENOG410XQ92;
P26368	KOG0120;ENOG410XP92;
Q15695	KOG2202;ENOG410Z5PX;
A1L167	KOG0897;ENOG410XRET;
Q5VV11	
Q9NPD8	KOG0417;COG5078;
Q96B02	KOG0427;COG5078;
Q05086	KOG0941;COG5021;
P17480	KOG0381;COG5648;
P55916	KOG0753;ENOG410XRV1;
P47985	KOG1671;COG0723;
P35504	KOG1192;COG1819;
P19224	KOG1192;COG1819;
Q9HAW9	KOG1192;COG1819;
O75310	KOG1192;COG1819;
Q9NUQ7	KOG2433;ENOG410XTJE;
Q9NYU2	KOG1879;ENOG410XRK6;
A5PLN9	KOG2625;ENOG410XSJK;
Q9ULQ1	ENOG410INF7;ENOG410XZT8;
Q9UL33	KOG3444;ENOG4111IEZ;
Q8NHX9	ENOG410INF1;ENOG4111V21;
Q9Y5R8	KOG3368;ENOG4111X41;
Q9Y296	KOG3369;COG5122;
Q9Y2L5	KOG1938;ENOG410XPCJ;
O94811	KOG4070;ENOG4111H9J;
O60507	KOG3988;ENOG410XQ2X;
O60704	KOG3988;ENOG410XQ2X;
O00220	ENOG410IZX0;ENOG4111ZZM;
Q6UXN2	ENOG410J1N3;ENOG411169V;
O94759	KOG3614;KOG4195;ENOG410XR5B;
Q96QT4	KOG3614;ENOG410XR5B;
Q7Z2W7	ENOG410INBX;ENOG4110YBY;
Q8NFU3	KOG1530;COG0607;
Q86VY4	KOG1508;ENOG410XQRX;
Q5SRH9	
Q8NBP0	KOG4626;COG0457;
Q5TAA0	ENOG410IG44;ENOG410XS9G;
Q6P3X3	KOG1128;ENOG410XNXB;
Q96AY4	KOG0548;KOG1130;COG0457;COG4995;ENOG410XP6N;
Q49AM3	KOG0548;ENOG410XTCJ;
Q9BZ98	
O00294	KOG2502;ENOG410XQFT;
Q5TAX3	KOG2277;COG5260;
Q96ET8	KOG3195;ENOG4111GAN;
Q6IBS0	KOG1747;ENOG410XS1J;
Q8TE23	KOG1056;ENOG410XR6W;
Q96A04	ENOG410J2HG;ENOG41115PX;
P01222	ENOG410IXJG;ENOG410YSY0;
P16473	KOG2087;ENOG410XR1T;
O95857	KOG3882;ENOG4111IRY;
Q9UKR8	KOG3882;ENOG4111IRY;
O14817	KOG3882;ENOG4111IRY;
P19075	KOG3882;ENOG4111IRY;
P07996	ENOG410IFQQ;ENOG410XQKE;
Q9UI38	KOG3627;COG5640;
Q01534	KOG1508;ENOG410XQRX;
P0CW01	KOG1508;ENOG410XQRX;
Q969E8	KOG4032;ENOG41123VE;
P53804	ENOG410JR26;ENOG41103HK;
O95801	KOG0551;COG0457;
Q86TZ1	KOG1124;COG0457;
Q9ULT0	KOG4162;ENOG410XQ09;
Q8TAM2	KOG1129;ENOG410Z814;
Q6NXR4	ENOG410IDZC;ENOG4111H5A;
Q8NHH1	KOG2158;ENOG410XNWC;
P49638	KOG1471;ENOG410XRSQ;
Q9BZA0	
Q9NNX1	ENOG410IGQQ;ENOG4111JYX;
Q9UPX0	KOG3510;KOG4222;ENOG410XNZS;
Q9NYZ1	KOG3195;ENOG4111GAN;
P01737	
P04435	
Q12792	KOG1747;ENOG410XS1J;
Q9GZX9	ENOG410IF1M;ENOG4110NGY;
Q9BXU3	KOG4198;ENOG410YNCK;
Q9Y210	KOG3609;ENOG410XQ0Y;
Q9NNW7	KOG0405;COG1249;
Q15661	KOG3627;COG5640;
Q9NRR2	KOG3627;COG5640;
Q96PP4	ENOG410IJ2B;ENOG410Y2MS;
Q9H1Z9	
A1L157	KOG3882;ENOG4111IRY;
O75954	KOG3882;ENOG4111IRY;
Q99598	KOG3066;COG2178;
Q2NL82	KOG1980;COG5177;
Q7Z4L5	ENOG410IEX1;ENOG410XV69;
Q96AE7	KOG4507;ENOG410XSDX;
Q99614	KOG4234;ENOG4111IF0;
Q5W5X9	ENOG410IJRU;ENOG410XVCY;
Q8NA56	ENOG410IFVK;ENOG410XPVA;
Q15361	KOG0051;COG5147;
P50607	KOG2502;ENOG410XQFT;
O75386	KOG2502;ENOG410XQFT;
Q6QN14	KOG1865;ENOG410XQ92;
C9J2P7	KOG1865;ENOG410XQ92;
D6RCP7	KOG1865;ENOG410XQ92;
D6RA61	KOG1865;ENOG410XQ92;
H0YL09	
P62837	KOG0417;COG5078;
P51965	KOG0417;COG5078;
P62253	KOG0425;COG5078;
P68036	KOG0422;COG5078;
Q8TB05	ENOG410IXK9;ENOG4111XJX;
P00750	KOG3627;COG5640;
P0DKB5	
Q13641	KOG0619;COG4886;
Q8WVT3	KOG2796;ENOG410XSX3;
Q86SZ2	KOG3316;ENOG410YUYH;
Q96J77	KOG4010;ENOG4111M9H;
Q68CL5	ENOG410IJVC;ENOG4111HTQ;
P59282	KOG4070;ENOG4111H9J;
Q9BW30	KOG4070;ENOG4111H9J;
Q5T0D9	ENOG410IEMY;ENOG4110AQ3;
